Primary_Religion,Urban.Rural,Travel_time_to_cities group,dist_popcenter group,dist_road group,MMD10
0,0,11,6,1,2
0,0,11,6,1,2
0,0,9,7,1,1
0,0,9,7,1,2
0,0,9,7,1,2
0,0,9,7,1,2
0,0,9,7,1,2
0,0,9,7,1,3
0,0,9,7,1,3
0,0,9,6,1,2
0,0,9,6,1,2
0,0,9,7,1,2
0,0,9,7,1,2
0,0,9,7,1,2
0,0,9,7,1,2
0,0,9,7,1,2
0,0,9,7,1,2
0,0,9,7,1,1
0,0,15,8,1,2
0,0,15,8,1,1
0,0,15,8,1,1
0,0,15,8,1,3
0,0,15,8,1,2
0,0,15,8,1,2
0,0,15,8,1,2
0,0,15,8,1,2
0,0,15,8,1,2
0,0,15,8,1,1
0,0,15,8,1,1
0,0,15,8,1,3
0,0,15,8,1,2
0,0,15,8,1,3
0,0,15,8,1,2
0,0,15,8,1,2
0,0,13,5,1,1
0,0,13,5,1,2
0,0,13,4,1,2
0,0,13,4,1,3
0,0,13,4,1,1
0,0,13,4,1,3
0,0,13,4,1,2
0,0,13,4,1,2
0,0,13,4,1,1
0,0,13,4,1,1
0,0,13,4,1,2
0,0,13,4,1,2
0,0,13,4,1,2
0,0,13,4,1,1
0,0,13,4,1,1
0,0,13,4,1,2
0,0,17,5,1,1
0,0,17,5,1,3
0,0,17,5,1,3
0,0,17,5,1,3
0,0,17,5,1,3
0,0,17,5,1,2
0,0,17,5,1,1
0,0,17,5,1,2
0,0,17,5,1,1
0,0,17,5,2,1
0,0,17,5,1,2
0,0,17,5,2,2
0,0,17,5,2,2
0,0,17,5,2,2
0,0,17,5,1,2
0,0,17,5,1,2
0,1,10,1,1,1
0,1,10,1,1,1
0,1,10,1,1,1
0,1,10,1,1,1
0,1,10,1,1,3
0,1,10,1,1,3
0,1,10,1,1,3
0,1,10,1,1,3
0,1,10,1,1,1
0,1,10,1,1,3
0,1,10,1,1,2
0,1,10,1,1,2
0,1,10,1,1,2
0,1,10,1,1,2
0,1,10,1,1,2
0,1,10,1,1,2
0,1,11,1,1,1
0,1,11,1,1,1
0,1,11,1,1,2
0,1,11,1,1,2
0,1,11,1,1,2
0,1,11,1,1,2
0,1,11,1,1,2
0,1,11,1,1,2
0,1,11,1,1,3
0,1,11,1,1,2
0,1,11,1,1,2
0,1,11,1,1,2
0,1,11,1,1,1
0,1,11,1,1,1
0,1,11,1,1,2
0,1,11,1,1,2
0,1,10,1,1,2
0,1,10,1,1,2
0,1,10,1,1,2
0,1,10,1,1,2
0,1,10,1,1,3
0,1,10,1,1,2
0,1,10,1,1,2
0,1,10,1,1,2
0,1,10,1,1,2
0,1,10,1,1,3
0,1,10,1,1,1
0,1,10,1,1,2
0,1,10,1,1,2
0,1,10,1,1,2
0,1,10,1,1,2
0,1,10,1,1,1
0,1,10,1,1,3
0,1,10,1,1,3
0,1,10,1,1,1
0,1,10,1,1,2
0,1,10,1,1,2
0,1,10,1,1,2
0,1,10,1,1,2
0,1,10,1,1,1
0,1,10,1,1,2
0,1,10,1,1,2
0,1,10,1,1,2
0,1,10,1,1,2
0,1,10,1,1,2
0,1,10,1,1,1
0,1,10,1,1,2
0,1,10,1,1,2
0,0,6,4,1,2
0,0,6,4,1,2
0,0,6,4,1,2
0,0,6,4,1,2
0,0,6,4,1,1
0,0,6,4,1,2
0,0,6,4,1,1
0,0,6,4,1,1
0,0,6,4,1,2
0,0,6,4,1,2
0,0,6,4,1,2
0,0,6,4,1,2
0,0,6,4,1,1
0,0,6,4,1,2
0,0,6,4,1,1
0,0,6,4,1,2
0,0,1,1,1,2
0,0,1,1,1,2
0,0,1,1,1,1
0,0,1,1,1,2
0,0,1,1,1,2
0,0,1,1,1,2
0,0,1,1,1,1
0,0,1,1,1,1
0,0,1,1,1,2
0,0,1,1,1,2
0,0,1,1,1,2
0,0,1,1,1,2
0,0,1,1,1,3
0,0,1,1,1,3
0,0,1,1,1,3
0,0,1,1,1,2
0,0,6,3,3,2
0,0,6,3,3,2
0,0,6,3,3,2
0,0,6,3,3,2
0,0,6,3,3,2
0,0,6,3,3,2
0,0,6,3,3,2
0,0,6,3,3,2
0,0,6,3,3,2
0,0,6,3,3,2
0,0,6,3,3,2
0,0,6,3,3,2
0,0,6,3,3,1
0,0,6,3,3,1
0,0,6,3,3,2
0,0,6,3,3,2
0,0,7,6,1,2
0,0,7,6,1,3
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,3
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,3
0,0,7,6,1,2
0,0,16,5,1,3
0,0,16,5,1,2
0,0,16,5,1,2
0,0,16,5,1,2
0,0,16,5,1,2
0,0,16,5,1,2
0,0,16,5,1,2
0,0,16,5,1,2
0,0,16,5,1,2
0,0,16,5,1,2
0,0,16,5,1,2
0,0,16,5,1,2
0,0,16,5,1,2
0,0,16,5,1,2
0,0,16,5,1,2
0,0,16,5,1,2
0,0,7,5,1,3
0,0,7,5,1,1
0,0,7,5,1,1
0,0,7,5,1,3
0,0,7,5,1,2
0,0,7,5,1,3
0,0,7,5,1,3
0,0,7,5,1,1
0,0,7,5,1,2
0,0,7,5,1,2
0,0,7,5,1,2
0,0,7,5,1,3
0,0,7,5,1,2
0,0,7,5,1,3
0,0,7,5,1,3
0,0,7,5,1,3
0,0,7,5,1,3
0,0,7,5,1,2
0,0,7,5,1,2
0,0,7,5,1,2
0,0,7,5,1,2
0,0,7,5,1,2
0,0,7,5,1,2
0,0,7,5,1,1
0,0,7,5,1,1
0,0,7,5,1,2
0,0,7,5,1,1
0,0,7,5,1,2
0,0,7,5,1,2
0,0,7,5,1,2
0,0,7,5,1,2
0,0,7,5,1,2
0,0,11,4,1,2
0,0,11,4,1,2
0,0,11,4,1,2
0,0,11,4,1,2
0,0,11,4,1,2
0,0,11,4,1,2
0,0,11,4,1,3
0,0,11,4,1,3
0,0,11,4,1,2
0,0,11,4,1,2
0,0,11,4,1,2
0,0,11,4,1,1
0,0,11,4,1,1
0,0,11,4,1,2
0,0,11,4,1,2
0,0,11,4,1,2
0,0,32,6,1,3
0,0,32,6,1,2
0,0,32,6,1,1
0,0,32,6,1,2
0,0,32,6,1,2
0,0,32,6,1,2
0,0,32,6,1,2
0,0,32,6,1,2
0,0,32,6,1,2
0,0,32,6,1,2
0,0,32,6,1,2
0,0,32,6,1,2
0,0,32,6,1,2
0,0,32,6,1,2
0,0,32,6,1,2
0,0,5,4,1,2
0,0,5,4,1,2
0,0,5,4,1,2
0,0,5,4,1,2
0,0,5,4,1,2
0,0,5,4,1,2
0,0,5,4,1,2
0,0,5,4,1,2
0,0,5,4,1,2
0,0,5,4,1,2
0,0,5,4,1,2
0,0,5,4,1,2
0,0,5,4,1,1
0,0,5,4,1,1
0,0,5,4,1,1
0,0,5,4,1,1
0,0,4,4,1,2
0,0,4,4,1,2
0,0,4,4,1,2
0,0,4,4,1,3
0,0,4,4,1,2
0,0,4,4,1,2
0,0,4,4,1,2
0,0,4,4,1,2
0,0,4,4,1,2
0,0,4,4,1,2
0,0,4,4,1,2
0,0,4,4,1,2
0,0,4,4,1,2
0,0,4,4,1,1
0,0,4,4,1,2
0,0,4,4,1,2
0,0,11,4,1,1
0,0,11,4,1,2
0,0,11,4,1,3
0,0,11,4,1,3
0,0,11,4,1,3
0,0,11,4,1,2
0,0,11,4,1,3
0,0,11,4,1,2
0,0,11,4,1,2
0,0,11,4,1,3
0,0,11,4,1,2
0,0,11,4,1,2
0,0,11,4,1,2
0,0,11,4,1,3
0,0,11,4,1,3
0,0,11,4,1,2
0,0,5,4,1,2
0,0,5,4,1,2
0,0,5,4,1,1
0,0,5,4,1,2
0,0,5,4,1,3
0,0,5,4,1,2
0,0,5,4,1,2
0,0,5,4,1,2
0,0,5,4,1,2
0,0,5,4,1,2
0,0,5,4,1,2
0,0,5,4,1,2
0,0,5,4,1,2
0,0,5,4,1,2
0,0,5,4,1,2
0,0,5,4,1,2
0,0,6,3,1,2
0,0,6,3,1,1
0,0,6,3,1,1
0,0,6,3,1,3
0,0,6,3,1,3
0,0,6,3,1,2
0,0,6,3,1,1
0,0,6,3,2,2
0,0,6,3,2,1
0,0,6,3,2,2
0,0,6,3,2,2
0,0,6,3,2,2
0,0,6,3,2,1
0,0,6,3,1,2
0,0,6,3,1,3
0,0,5,3,3,2
0,0,5,3,3,1
0,0,5,3,3,2
0,0,5,3,3,2
0,0,5,3,3,2
0,0,5,3,3,2
0,0,5,3,3,2
0,0,5,3,3,3
0,0,5,3,3,1
0,0,5,3,3,2
0,0,5,3,3,1
0,0,5,3,3,1
0,0,5,3,3,2
0,0,5,3,3,1
0,0,5,3,3,2
0,0,5,3,3,2
0,0,8,4,3,2
0,0,8,4,3,2
0,0,8,4,3,2
0,0,8,3,3,2
0,0,8,4,3,1
0,0,8,4,3,1
0,0,8,4,3,1
0,0,8,4,3,2
0,0,8,3,3,2
0,0,8,3,3,2
0,0,8,3,3,2
0,0,8,3,3,2
0,0,8,3,2,2
0,0,8,3,2,2
0,0,8,3,2,2
0,0,8,3,3,1
0,0,19,2,1,2
0,0,19,2,1,2
0,0,19,2,1,2
0,0,19,2,1,2
0,0,19,2,1,3
0,0,19,2,1,1
0,0,19,2,1,2
0,0,19,2,1,1
0,0,19,2,1,2
0,0,19,2,1,2
0,0,19,2,1,2
0,0,19,2,1,2
0,0,19,2,1,2
0,0,19,2,1,2
0,0,19,2,1,3
0,0,19,2,1,2
0,0,2,3,1,2
0,0,2,3,1,1
0,0,2,3,1,1
0,0,2,3,1,2
0,0,2,3,1,1
0,0,2,3,1,2
0,0,2,3,1,2
0,0,2,3,1,2
0,0,2,3,1,2
0,0,2,3,1,2
0,0,2,3,1,2
0,0,2,3,1,2
0,0,2,3,1,3
0,0,2,3,1,3
0,0,2,3,1,2
0,0,2,3,1,3
0,0,19,2,1,2
0,0,19,2,1,1
0,0,19,2,1,2
0,0,19,2,1,2
0,0,19,2,1,3
0,0,19,2,1,2
0,0,19,2,1,2
0,0,19,2,1,2
0,0,19,2,1,2
0,0,19,2,1,2
0,0,19,2,1,2
0,0,19,2,1,2
0,0,19,2,1,3
0,0,19,2,1,1
0,0,19,2,1,2
0,0,19,2,1,2
0,0,2,3,2,3
0,0,2,3,1,2
0,0,2,3,1,1
0,0,2,3,1,2
0,0,2,3,1,3
0,0,2,3,1,2
0,0,2,3,1,3
0,0,2,3,2,2
0,0,2,3,1,2
0,0,2,3,1,3
0,0,2,3,2,1
0,0,2,3,1,2
0,0,2,3,1,2
0,0,2,3,1,2
0,0,2,3,1,2
0,0,2,3,2,2
0,1,2,4,1,2
0,1,2,4,1,3
0,1,2,4,1,2
0,1,2,4,1,3
0,1,2,4,1,3
0,1,2,4,1,3
0,1,2,4,1,3
0,1,2,4,1,2
0,1,2,4,1,2
0,1,2,4,1,2
0,1,2,4,1,3
0,1,2,4,1,3
0,1,2,4,1,2
0,1,2,4,1,2
0,1,2,4,1,2
0,1,2,4,1,3
0,0,7,7,1,3
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,1
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,1
0,0,7,7,1,2
0,0,7,6,1,2
0,0,7,6,1,1
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,2
0,0,9,6,1,2
0,0,9,6,1,2
0,0,9,7,1,2
0,0,9,6,1,2
0,0,9,6,1,2
0,0,9,6,1,2
0,0,9,6,1,2
0,0,9,6,1,2
0,0,9,6,1,2
0,0,9,6,1,2
0,0,9,6,1,2
0,0,9,6,1,2
0,0,9,6,2,2
0,0,9,6,2,3
0,0,9,6,2,2
0,0,9,6,2,2
0,0,10,7,1,2
0,0,10,7,1,2
0,0,10,7,1,3
0,0,10,7,1,3
0,0,10,7,1,2
0,0,10,7,1,2
0,0,10,7,1,1
0,0,10,7,1,2
0,0,10,7,1,3
0,0,10,8,1,2
0,0,10,8,1,1
0,0,10,7,1,2
0,0,10,7,1,2
0,0,10,7,1,2
0,0,10,7,1,1
0,0,10,7,1,2
0,0,9,8,1,2
0,0,9,8,1,2
0,0,9,8,1,2
0,0,9,8,1,2
0,0,9,8,1,2
0,0,9,8,1,3
0,0,9,8,1,3
0,0,9,8,1,2
0,0,9,8,1,3
0,0,9,8,1,3
0,0,9,8,1,3
0,0,9,8,1,3
0,0,9,8,1,2
0,0,9,8,1,2
0,0,9,8,1,2
0,0,9,8,1,2
0,0,10,6,1,2
0,0,10,6,1,2
0,0,10,6,1,1
0,0,10,6,1,2
0,0,10,6,1,2
0,0,10,6,1,2
0,0,10,6,1,2
0,0,10,6,1,2
0,0,10,6,1,3
0,0,10,6,1,3
0,0,10,6,1,2
0,0,10,6,1,2
0,0,10,6,1,2
0,0,10,6,1,2
0,0,10,6,1,2
0,0,10,6,1,1
0,0,10,8,1,2
0,0,10,8,1,2
0,0,10,8,1,3
0,0,10,8,1,2
0,0,10,8,1,2
0,0,10,8,1,2
0,0,10,8,1,2
0,0,10,8,1,2
0,0,10,8,1,3
0,0,10,8,1,3
0,0,10,8,1,2
0,0,10,8,1,2
0,0,10,8,1,2
0,0,10,8,1,2
0,0,10,8,1,2
0,0,10,8,1,1
0,0,9,8,1,1
0,0,9,8,1,1
0,0,9,8,1,1
0,0,9,8,1,1
0,0,9,8,1,3
0,0,9,8,1,2
0,0,9,8,1,2
0,0,9,8,1,1
0,0,9,8,1,1
0,0,9,8,1,2
0,0,9,8,1,2
0,0,9,8,1,2
0,0,9,8,1,2
0,0,9,8,1,2
0,0,9,9,1,3
0,0,9,8,1,2
0,0,5,6,3,2
0,0,5,6,3,3
0,0,5,6,2,3
0,0,5,6,3,3
0,0,5,6,3,3
0,0,5,6,2,2
0,0,5,6,2,1
0,0,5,6,2,1
0,0,5,6,2,1
0,0,5,6,2,2
0,0,5,6,2,2
0,0,5,6,2,1
0,0,5,6,2,2
0,0,5,6,2,2
0,0,5,6,2,3
0,0,5,6,2,3
0,0,5,6,1,3
0,0,5,6,1,3
0,0,5,6,1,3
0,0,5,6,1,2
0,0,5,6,1,3
0,0,5,6,1,2
0,0,5,6,1,2
0,0,5,6,1,2
0,0,5,6,1,3
0,0,5,6,1,2
0,0,5,6,1,2
0,0,5,6,1,3
0,0,5,6,1,2
0,0,5,6,1,2
0,0,5,6,1,3
0,0,5,6,1,2
0,0,6,7,1,2
0,0,6,7,1,2
0,0,6,7,1,2
0,0,6,7,1,2
0,0,6,7,1,2
0,0,6,7,1,2
0,0,6,7,1,2
0,0,6,7,1,2
0,0,6,7,2,2
0,0,6,7,2,2
0,0,6,7,2,2
0,0,6,7,2,2
0,0,6,7,1,2
0,0,6,7,2,2
0,0,6,7,2,2
0,0,6,7,1,2
0,0,11,9,1,3
0,0,11,10,1,2
0,0,11,10,1,2
0,0,11,9,1,2
0,0,11,10,1,1
0,0,11,10,1,3
0,0,11,10,1,3
0,0,11,10,1,2
0,0,11,10,1,3
0,0,11,10,1,2
0,0,11,10,1,2
0,0,11,9,1,2
0,0,11,9,1,2
0,0,11,9,1,3
0,0,11,9,1,2
0,0,11,10,1,2
0,1,7,6,1,3
0,1,7,6,1,3
0,1,7,6,1,3
0,1,7,6,1,2
0,1,7,6,1,3
0,1,7,6,1,1
0,1,7,6,1,2
0,1,7,6,1,2
0,1,7,6,1,2
0,1,7,6,1,2
0,1,7,6,1,2
0,1,7,6,1,2
0,1,7,6,1,1
0,1,7,6,1,2
0,1,7,6,1,3
0,1,7,6,1,3
0,1,10,6,1,3
0,1,10,6,1,3
0,1,10,6,1,2
0,1,10,6,1,3
0,1,10,6,1,2
0,1,10,6,1,3
0,1,10,6,1,2
0,1,10,6,1,3
0,1,10,6,1,2
0,1,10,6,1,3
0,1,10,6,1,2
0,1,10,6,1,3
0,1,10,6,1,2
0,1,10,6,1,2
0,1,10,6,1,3
0,1,10,6,1,3
0,1,10,6,1,3
0,1,10,6,1,3
0,1,10,6,1,2
0,1,10,6,1,2
0,1,10,6,1,3
0,1,10,6,1,3
0,1,10,6,1,2
0,1,10,6,1,3
0,1,10,6,1,3
0,1,10,6,1,2
0,1,10,6,1,2
0,1,10,6,1,2
0,1,10,6,1,3
0,1,10,6,1,3
0,1,10,6,1,3
0,1,10,6,1,3
0,0,13,2,2,1
0,0,13,2,2,1
0,0,13,2,2,2
0,0,13,2,2,1
0,0,13,2,2,1
0,0,13,2,2,1
0,0,13,2,2,1
0,0,13,2,2,1
0,0,13,2,2,2
0,0,13,2,2,1
0,0,13,2,1,1
0,0,13,2,1,2
0,0,13,2,1,1
0,0,13,2,1,1
0,0,13,2,1,2
0,0,13,2,1,1
0,0,12,3,2,2
0,0,12,3,2,2
0,0,12,3,2,2
0,0,12,3,2,1
0,0,12,3,2,2
0,0,12,3,2,1
0,0,12,3,2,2
0,0,12,3,2,2
0,0,12,3,2,2
0,0,12,3,2,2
0,0,12,3,2,2
0,0,12,3,2,1
0,0,12,3,2,2
0,0,12,3,2,2
0,0,12,3,2,2
0,0,12,3,2,2
0,0,8,4,3,3
0,0,8,4,2,3
0,0,8,4,2,2
0,0,8,4,2,2
0,0,8,4,2,2
0,0,8,4,2,2
0,0,8,4,2,2
0,0,8,4,2,2
0,0,8,4,2,2
0,0,8,4,2,2
0,0,8,4,2,2
0,0,8,4,2,2
0,0,8,4,2,3
0,0,8,4,2,3
0,0,8,4,2,2
0,0,8,4,2,3
0,0,7,4,3,2
0,0,7,4,3,1
0,0,7,4,3,2
0,0,7,4,3,2
0,0,7,4,3,2
0,0,7,4,3,3
0,0,7,4,3,2
0,0,7,4,3,1
0,0,7,4,3,2
0,0,7,4,3,2
0,0,7,4,3,1
0,0,7,5,4,3
0,0,7,4,3,2
0,0,7,5,4,2
0,0,7,4,3,2
0,0,7,4,3,2
0,0,9,5,2,2
0,0,9,5,3,1
0,0,9,5,2,1
0,0,9,5,3,1
0,0,9,5,3,2
0,0,9,5,3,2
0,0,9,5,2,2
0,0,9,5,3,2
0,0,9,5,3,2
0,0,9,5,3,2
0,0,9,5,3,2
0,0,9,5,3,2
0,0,9,5,3,2
0,0,9,5,3,2
0,0,9,5,3,2
0,0,9,5,3,2
0,0,7,5,2,2
0,0,7,5,2,1
0,0,7,5,2,1
0,0,7,5,2,2
0,0,7,5,2,2
0,0,7,5,2,2
0,0,7,5,2,1
0,0,7,5,2,1
0,0,7,5,2,2
0,0,7,5,2,1
0,0,7,5,2,1
0,0,7,5,2,1
0,0,7,5,2,1
0,0,7,5,2,1
0,0,7,5,2,1
0,0,7,5,2,2
0,0,9,4,3,2
0,0,9,4,3,1
0,0,9,4,3,2
0,0,9,4,3,2
0,0,9,4,3,1
0,0,9,4,3,2
0,0,9,4,3,1
0,0,9,4,3,1
0,0,9,4,3,2
0,0,9,4,3,1
0,0,9,4,3,2
0,0,9,4,3,2
0,0,9,4,3,2
0,0,9,4,3,1
0,0,9,4,3,1
0,0,9,4,3,2
0,0,11,3,2,2
0,0,11,3,2,1
0,0,11,3,2,2
0,0,11,3,2,2
0,0,11,3,2,1
0,0,11,3,2,2
0,0,11,3,2,3
0,0,11,3,2,2
0,0,11,3,2,1
0,0,11,3,2,2
0,0,11,3,2,2
0,0,11,3,2,2
0,0,11,3,2,1
0,0,11,3,2,2
0,0,11,3,2,1
0,0,11,3,2,2
0,0,13,4,2,1
0,0,13,4,2,1
0,0,13,4,2,2
0,0,13,4,2,1
0,0,13,5,2,2
0,0,13,4,2,1
0,0,13,4,2,1
0,0,13,4,2,2
0,0,13,4,2,1
0,0,13,4,2,1
0,0,13,4,2,1
0,0,13,4,2,2
0,0,13,4,2,1
0,0,13,5,1,2
0,0,13,5,1,1
0,0,13,4,2,1
0,0,13,6,1,2
0,0,13,6,1,2
0,0,13,6,1,1
0,0,13,6,1,1
0,0,13,6,1,3
0,0,13,6,1,2
0,0,13,6,1,2
0,0,13,6,1,2
0,0,13,6,1,2
