Primary_Religion,Urban.Rural,Travel_time_to_cities group,dist_popcenter group,dist_road group,MMD10
0,0,13,6,1,2
0,0,13,6,1,2
0,0,13,6,1,2
0,0,13,6,1,2
0,0,13,6,1,2
0,0,13,6,1,2
0,0,13,6,1,2
0,0,11,2,1,2
0,0,11,2,1,2
0,0,11,2,1,2
0,0,11,2,1,1
0,0,11,2,1,2
0,0,11,2,1,1
0,0,11,2,1,2
0,0,11,2,1,2
0,0,11,2,1,2
0,0,11,2,1,2
0,0,11,2,1,2
0,0,11,2,1,2
0,0,11,2,1,3
0,0,11,2,1,1
0,0,11,2,1,1
0,0,11,2,1,1
0,0,14,5,3,2
0,0,14,5,3,1
0,0,14,5,3,2
0,0,14,5,3,3
0,0,14,5,3,1
0,0,14,5,3,2
0,0,14,5,3,2
0,0,14,5,3,2
0,0,14,5,3,2
0,0,14,5,3,2
0,0,14,5,3,2
0,0,14,5,3,2
0,0,14,5,3,2
0,0,14,5,3,1
0,0,14,5,3,2
0,0,14,5,3,2
0,0,14,7,5,2
0,0,14,7,5,3
0,0,14,7,5,3
0,0,14,8,5,1
0,0,14,7,5,2
0,0,14,7,5,2
0,0,14,7,5,2
0,0,14,7,5,2
0,0,14,7,5,1
0,0,14,7,5,2
0,0,14,7,5,3
0,0,14,7,5,1
0,0,14,7,6,1
0,0,14,7,6,2
0,0,14,7,5,2
0,0,14,7,5,2
0,0,9,5,1,1
0,0,9,5,1,2
0,0,9,5,1,3
0,0,9,5,1,1
0,0,9,5,2,2
0,0,9,5,1,2
0,0,9,5,1,3
0,0,9,5,1,2
0,0,9,5,2,3
0,0,9,5,2,2
0,0,9,5,2,2
0,0,9,5,2,2
0,0,9,5,2,1
0,0,9,5,2,2
0,0,9,5,2,2
0,0,9,5,2,2
0,0,10,4,2,2
0,0,10,4,2,2
0,0,10,4,2,1
0,0,10,5,3,2
0,0,10,5,3,2
0,0,10,5,3,2
0,0,10,5,3,2
0,0,10,5,3,3
0,0,10,5,3,2
0,0,10,5,3,1
0,0,10,5,3,2
0,0,10,5,3,3
0,0,10,4,2,2
0,0,10,4,2,2
0,0,10,4,2,2
0,0,10,5,2,1
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,1
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,1
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,2,1,2
0,1,2,2,1,2
0,1,2,2,1,1
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,1
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,1
0,1,2,1,1,2
0,1,2,1,1,1
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,1
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,1
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,1
0,1,2,1,1,1
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,1
0,1,2,1,1,1
0,1,2,1,1,1
0,1,2,1,1,2
0,1,2,1,1,1
0,1,2,1,1,1
0,1,2,1,1,1
0,1,1,1,1,3
0,1,1,1,1,3
0,1,1,1,1,1
0,1,1,1,1,3
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,3
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,3
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,3
0,1,1,1,1,3
0,1,1,1,1,2
0,1,1,1,1,1
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,1
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,2,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,1
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,1,1,1,3
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,3
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,3
0,1,1,1,1,2
0,1,2,1,1,1
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,1
0,1,2,1,1,1
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,1
0,1,2,1,1,1
0,1,2,1,1,2
0,1,1,1,1,3
0,1,1,1,1,2
0,1,1,1,1,3
0,1,1,1,1,1
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,3
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,3
0,1,1,1,1,2
0,1,2,1,1,1
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,1
0,1,2,1,1,2
0,1,2,1,1,1
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,1
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,1
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,1
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,1
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,3
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,3
0,1,1,1,1,3
0,1,1,1,1,2
0,1,1,1,1,3
0,1,2,1,1,1
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,3
0,1,2,1,1,1
0,1,2,1,1,2
0,1,2,1,1,3
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,2,1,1,2
0,1,1,1,1,1
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,3
0,1,1,1,1,2
0,1,1,1,1,3
0,1,1,1,1,3
0,1,1,1,1,3
0,1,1,1,1,2
0,1,1,1,1,3
0,1,1,1,1,1
0,1,1,1,1,3
0,1,1,1,1,3
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,1
0,1,1,1,1,2
0,1,1,1,1,1
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,1
0,1,1,1,1,1
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,1
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,3
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,3
0,1,1,1,1,3
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,1
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,1
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,3
0,1,1,1,1,1
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,3
0,1,1,1,1,3
0,1,1,1,1,1
0,1,1,1,1,2
0,1,1,1,1,1
0,1,1,1,1,2
0,1,1,1,1,3
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,3
0,1,1,1,1,2
0,1,1,1,1,1
0,1,1,1,1,3
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,2
0,1,1,1,1,3
0,1,1,1,1,2
0,1,1,1,1,2
0,0,13,4,4,3
0,0,13,4,4,3
0,0,13,4,4,3
0,0,13,4,4,3
0,0,13,4,4,2
0,0,13,4,4,2
0,0,13,4,4,3
0,0,13,4,4,3
0,0,13,5,4,3
0,0,13,4,4,1
0,0,13,4,4,3
0,0,13,4,4,2
0,0,13,4,4,2
0,0,13,4,4,1
0,0,13,4,4,2
0,0,13,4,4,2
0,0,13,4,1,1
0,0,13,4,1,2
0,0,13,4,1,2
0,0,13,4,1,3
0,0,13,4,1,1
0,0,13,4,1,2
0,0,13,4,1,2
0,0,13,4,1,3
0,0,13,4,1,2
0,0,13,4,1,2
0,0,13,4,1,2
0,0,13,4,1,1
0,0,13,4,1,2
0,0,13,4,1,2
0,0,13,4,1,1
0,0,13,4,1,3
0,0,14,2,1,1
0,0,14,2,1,1
0,0,14,2,1,1
0,0,14,2,1,1
0,0,14,2,1,3
0,0,14,2,1,2
0,0,14,2,1,1
0,0,14,2,1,2
0,0,14,2,1,1
0,0,14,2,1,2
0,0,14,2,1,2
0,0,14,2,1,1
0,0,14,2,1,1
0,0,14,2,1,2
0,0,14,2,1,2
0,0,14,2,1,2
0,0,8,1,1,3
0,0,8,1,1,2
0,0,8,1,1,3
0,0,8,1,1,2
0,0,8,1,1,3
0,0,8,1,1,2
0,0,8,1,1,1
0,0,8,1,1,3
0,0,8,1,1,2
0,0,8,1,1,3
0,0,8,1,1,2
0,0,8,1,1,2
0,0,8,1,1,2
0,0,8,1,1,2
0,0,8,1,1,2
0,0,8,1,1,2
0,0,8,1,1,2
0,0,8,1,1,2
0,0,8,1,1,2
0,0,8,1,1,1
0,0,8,1,1,3
0,0,8,1,1,2
0,0,8,1,1,2
0,0,8,1,1,3
0,0,8,1,1,2
0,0,8,1,1,1
0,0,8,1,1,1
0,0,8,1,1,2
0,0,8,1,1,2
0,0,8,1,1,2
0,0,8,1,1,1
0,0,8,1,1,2
0,0,15,5,7,2
0,0,15,5,7,2
0,0,15,5,7,1
0,0,15,5,7,2
0,0,15,5,7,1
0,0,15,5,7,2
0,0,15,5,7,1
0,0,15,5,7,2
0,0,15,5,7,2
0,0,15,5,8,2
0,0,15,5,7,2
0,0,15,5,8,2
0,0,15,5,7,2
0,0,15,5,7,2
0,0,15,5,7,2
0,0,15,5,8,2
0,0,10,4,4,3
0,0,10,4,4,3
0,0,10,4,4,2
0,0,10,4,4,3
0,0,10,4,4,3
0,0,10,4,4,2
0,0,10,4,4,3
0,0,10,4,4,3
0,0,10,4,4,2
0,0,10,4,4,2
0,0,10,4,4,2
0,0,10,3,3,2
0,0,10,3,3,1
0,0,10,4,3,2
0,0,10,4,3,3
0,0,10,4,4,3
0,0,11,3,2,2
0,0,11,3,2,2
0,0,11,3,2,2
0,0,11,3,2,1
0,0,11,3,2,1
0,0,11,3,2,3
0,0,11,3,2,1
0,0,11,3,1,2
0,0,11,3,2,2
0,0,11,3,2,1
0,0,11,3,2,3
0,0,11,3,2,1
0,0,11,3,1,1
0,0,11,3,2,2
0,0,11,3,2,1
0,0,11,3,2,1
0,0,10,2,1,2
0,0,10,2,1,3
0,0,10,2,1,3
0,0,10,2,1,2
0,0,10,2,1,2
0,0,10,2,1,2
0,0,10,2,1,2
0,0,10,2,1,2
0,0,10,2,1,1
0,0,10,2,1,1
0,0,10,2,1,2
0,0,10,2,1,3
0,0,10,2,1,2
0,0,10,2,1,2
0,0,10,2,1,2
0,0,10,2,1,2
0,0,17,4,3,3
0,0,17,4,3,3
0,0,17,4,3,1
0,0,17,4,2,1
0,0,17,5,3,2
0,0,17,5,3,1
0,0,17,4,3,2
0,0,17,4,3,2
0,0,17,4,3,2
0,0,17,4,3,2
0,0,17,4,3,2
0,0,17,4,3,2
0,0,17,4,3,2
0,0,17,4,3,2
0,0,17,4,3,2
0,0,17,4,3,2
0,0,13,2,1,1
0,0,13,2,2,2
0,0,13,2,2,2
0,0,13,2,2,2
0,0,13,2,1,2
0,0,13,2,1,2
0,0,13,2,2,2
0,0,13,3,2,3
0,0,13,2,2,3
0,0,13,2,1,2
0,0,13,3,2,2
0,0,13,2,2,2
0,0,13,2,2,2
0,0,13,2,1,3
0,0,13,3,2,1
0,0,13,3,2,1
0,0,12,6,6,2
0,0,12,6,6,2
0,0,12,6,6,2
0,0,12,6,6,2
0,0,12,6,6,2
0,0,12,6,6,2
0,0,12,6,6,1
0,0,12,6,6,1
0,0,12,6,6,2
0,0,12,6,6,2
0,0,12,6,6,2
0,0,12,6,6,1
0,0,12,6,6,1
0,0,12,6,6,2
0,0,12,6,6,2
0,0,12,6,6,2
0,0,13,6,7,2
0,0,13,6,7,1
0,0,13,6,7,3
0,0,13,6,7,2
0,0,13,6,7,2
0,0,13,6,7,1
0,0,13,6,7,2
0,0,13,6,7,2
0,0,13,6,7,1
0,0,13,6,7,2
0,0,13,6,7,2
0,0,13,6,7,2
0,0,13,6,7,2
0,0,13,6,7,2
0,0,13,6,7,3
0,0,13,6,7,2
0,0,8,4,3,2
0,0,8,4,3,3
0,0,8,4,3,2
0,0,8,4,2,2
0,0,8,4,3,2
0,0,8,4,3,1
0,0,8,4,3,2
0,0,8,4,3,3
0,0,8,4,3,2
0,0,8,4,3,2
0,0,8,4,3,2
0,0,8,4,3,2
0,0,8,4,2,2
0,0,8,4,3,2
0,0,8,4,3,2
0,0,8,4,3,2
0,0,13,3,3,2
0,0,13,3,3,2
0,0,13,3,3,2
0,0,13,3,3,1
0,0,13,3,3,1
0,0,13,3,3,2
0,0,13,3,3,2
0,0,13,3,3,2
0,0,13,3,3,2
0,0,13,3,3,2
0,0,13,3,3,2
0,0,13,3,3,2
0,0,13,3,3,2
0,0,13,3,3,3
0,0,13,2,3,3
0,0,13,2,3,1
0,0,12,4,1,2
0,0,12,4,1,2
0,0,12,4,1,3
0,0,12,4,1,2
0,0,12,4,1,2
0,0,12,4,1,2
0,0,12,4,1,2
0,0,12,4,1,2
0,0,12,4,1,3
0,0,12,4,1,2
0,0,12,4,1,2
0,0,12,4,1,3
0,0,12,4,1,1
0,0,12,4,1,2
0,0,12,4,2,2
0,0,12,4,2,2
0,0,14,4,5,2
0,0,14,4,5,2
0,0,14,4,5,1
0,0,14,4,5,2
0,0,14,4,5,2
0,0,14,4,5,3
0,0,14,4,5,2
0,0,14,4,5,2
0,0,14,4,5,1
0,0,14,4,5,1
0,0,14,4,5,2
0,0,14,4,5,2
0,0,14,4,5,2
0,0,14,4,5,3
0,0,14,4,5,1
0,0,14,4,5,2
0,0,16,5,3,1
0,0,16,5,3,1
0,0,16,5,3,2
0,0,16,5,3,1
0,0,16,5,3,3
0,0,16,5,3,3
0,0,16,5,3,2
0,0,16,5,3,1
0,0,16,5,3,2
0,0,16,5,3,2
0,0,16,5,3,2
0,0,16,5,3,3
0,0,16,5,3,3
0,0,16,5,3,3
0,0,16,5,3,2
0,0,16,4,3,2
0,0,10,1,2,2
0,0,10,1,2,2
0,0,10,1,2,1
0,0,10,1,2,3
0,0,10,1,2,2
0,0,10,1,2,2
0,0,10,1,2,2
0,0,10,1,2,2
0,0,10,1,2,3
0,0,10,1,2,1
0,0,10,1,2,2
0,0,10,1,2,3
0,0,10,1,2,2
0,0,10,1,2,2
0,0,10,1,2,1
0,0,10,1,2,2
0,1,8,1,1,1
0,1,8,1,1,3
0,1,8,1,1,2
0,1,8,1,1,2
0,1,8,1,1,3
0,1,8,1,1,3
0,1,8,1,1,2
0,1,8,1,1,3
0,1,8,1,1,2
0,1,8,1,1,2
0,1,8,1,1,2
0,1,8,1,1,3
0,1,8,1,1,2
0,1,8,1,1,3
0,1,8,1,1,2
0,1,8,1,1,3
0,0,10,7,2,3
0,0,10,7,2,2
0,0,10,7,3,3
0,0,10,6,2,3
0,0,10,7,2,2
0,0,10,7,2,3
0,0,10,7,2,2
0,0,10,6,2,2
0,0,10,7,2,2
0,0,10,6,2,2
0,0,10,6,2,2
0,0,10,6,2,2
0,0,10,6,2,2
0,0,10,6,2,2
0,0,10,6,2,2
0,0,10,6,2,2
0,0,13,2,1,2
0,0,13,2,1,2
0,0,13,2,1,2
0,0,13,2,1,3
0,0,13,3,1,3
0,0,13,2,1,1
0,0,13,3,1,2
0,0,13,3,1,2
0,0,13,3,1,2
0,0,13,3,1,2
0,0,13,3,1,1
0,0,13,3,1,2
0,0,13,3,1,2
0,0,13,3,1,2
0,0,13,3,1,2
0,0,13,3,1,3
0,0,11,5,1,3
0,0,11,5,1,2
0,0,11,5,1,3
0,0,11,5,1,3
0,0,11,5,1,2
0,0,11,5,1,1
0,0,11,5,1,2
0,0,11,5,1,2
0,0,11,5,1,3
0,0,11,5,1,3
0,0,11,5,1,3
0,0,11,5,1,2
0,0,11,5,1,2
0,0,11,5,1,3
0,0,11,5,1,3
0,0,11,5,1,3
0,0,11,4,1,2
0,0,11,4,1,2
0,0,11,4,1,2
0,0,11,4,1,3
0,0,11,4,1,2
0,0,11,4,1,2
0,0,11,4,1,2
0,0,11,4,1,2
0,0,11,4,1,3
0,0,11,4,1,2
0,0,11,4,1,2
0,0,11,4,1,2
0,0,11,4,1,3
0,0,11,4,1,1
0,0,11,4,1,2
0,0,11,4,1,1
0,0,14,7,1,2
0,0,14,7,1,3
0,0,14,7,1,2
0,0,14,7,1,2
0,0,14,7,1,3
0,0,14,7,1,2
0,0,14,7,1,3
0,0,14,7,1,2
0,0,14,7,1,2
0,0,14,7,1,3
0,0,14,7,1,3
0,0,14,7,1,2
0,0,14,7,1,2
0,0,14,7,1,2
0,0,14,7,1,2
0,0,14,7,1,2
0,0,13,2,1,2
0,0,13,2,1,2
0,0,13,2,1,3
0,0,13,2,1,2
0,0,13,2,1,2
0,0,13,2,1,2
0,0,13,2,1,3
0,0,13,2,1,2
0,0,13,2,1,1
0,0,13,2,1,3
0,0,13,2,1,2
0,0,13,2,1,3
0,0,13,2,1,3
0,0,13,2,1,2
0,0,13,2,1,3
0,0,13,2,1,3
0,0,13,1,1,1
0,0,13,1,1,2
0,0,13,1,1,2
0,0,13,1,1,2
0,0,13,1,1,3
0,0,13,1,1,3
0,0,13,1,1,2
0,0,13,1,1,2
0,0,13,1,1,2
0,0,13,1,1,3
0,0,13,1,1,3
0,0,13,1,1,1
0,0,13,1,1,3
0,0,13,1,1,3
0,0,13,1,1,2
0,0,13,1,1,2
0,0,17,5,1,3
0,0,17,5,1,1
0,0,17,5,1,2
0,0,17,5,1,2
0,0,17,5,1,3
0,0,17,5,1,2
0,0,17,5,1,1
0,0,17,5,1,2
0,0,17,5,1,2
0,0,17,5,1,3
0,0,17,5,1,2
0,0,17,5,1,3
0,0,17,5,1,2
0,0,17,5,1,3
0,0,17,5,1,3
0,0,17,5,1,3
0,0,9,5,1,2
0,0,9,5,1,2
0,0,9,5,1,3
0,0,9,5,1,1
0,0,9,5,1,2
0,0,9,5,1,1
0,0,9,5,1,2
0,0,9,5,1,2
0,0,9,5,1,2
0,0,9,5,2,2
0,0,9,5,2,1
0,0,9,5,2,1
0,0,9,5,2,1
0,0,9,5,1,3
0,0,9,5,1,3
0,0,9,5,1,3
0,0,17,5,1,3
0,0,17,5,1,2
0,0,17,5,1,3
0,0,17,5,1,2
0,0,17,5,1,2
0,0,17,5,1,2
0,0,17,5,1,2
0,0,17,5,1,2
0,0,17,5,1,3
0,0,17,5,1,2
0,0,17,5,1,3
0,0,17,5,1,2
0,0,17,5,1,2
0,0,17,5,1,2
0,0,17,5,1,2
0,0,17,5,1,3
0,0,22,6,2,3
0,0,22,6,2,3
0,0,22,6,2,2
0,0,22,6,2,2
0,0,22,6,2,2
0,0,22,6,2,2
0,0,22,6,2,2
0,0,22,6,2,1
0,0,22,6,2,3
0,0,22,6,2,2
0,0,22,6,2,3
0,0,22,6,2,2
0,0,22,6,2,1
0,0,22,6,2,2
0,0,22,6,2,2
0,0,22,6,2,3
0,0,16,5,3,2
0,0,16,5,3,2
0,0,16,5,3,2
0,0,16,5,3,3
0,0,16,4,3,3
0,0,16,5,3,2
0,0,16,5,3,2
0,0,16,5,3,2
0,0,16,5,3,2
0,0,16,5,3,2
0,0,16,5,3,2
0,0,16,5,3,2
0,0,16,5,3,2
0,0,16,5,3,3
0,0,16,5,3,2
0,0,16,5,3,2
0,1,14,1,1,3
0,1,14,1,1,2
0,1,14,1,1,3
0,1,14,1,1,1
0,1,14,1,1,3
0,1,14,1,1,2
0,1,14,1,1,3
0,1,14,1,1,2
0,1,14,1,1,2
0,1,14,1,1,2
0,1,14,1,1,3
0,1,14,1,1,3
0,1,14,1,1,2
0,1,14,1,1,3
0,1,14,1,1,3
0,1,14,1,1,2
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,1
0,0,7,7,1,2
0,0,7,7,1,3
0,0,7,7,1,2
0,0,7,7,1,3
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,3
0,0,7,7,1,2
0,0,12,5,2,2
0,0,12,5,2,2
0,0,12,6,2,3
0,0,12,6,2,3
0,0,12,6,2,2
0,0,12,5,2,3
0,0,12,5,2,2
0,0,12,6,2,3
0,0,12,6,2,2
0,0,12,6,2,2
0,0,12,5,2,3
0,0,12,5,2,3
0,0,12,6,2,3
0,0,12,6,2,3
0,0,12,5,2,3
0,0,12,5,2,3
0,0,13,5,3,2
0,0,13,5,3,2
0,0,13,5,3,2
0,0,13,5,3,2
0,0,13,5,3,2
0,0,13,5,3,2
0,0,13,5,3,1
0,0,13,5,3,2
0,0,13,5,3,2
0,0,13,5,3,3
0,0,13,5,3,2
0,0,13,5,3,2
0,0,13,5,3,2
0,0,13,5,3,2
0,0,13,5,3,2
0,0,13,5,3,3
0,0,12,6,1,2
0,0,12,6,1,2
0,0,12,6,1,2
0,0,12,6,1,1
0,0,12,6,1,2
0,0,12,6,1,3
0,0,12,6,1,3
0,0,12,6,1,2
0,0,12,6,1,2
0,0,12,6,1,2
0,0,12,6,1,1
0,0,12,6,1,3
0,0,12,6,1,2
0,0,12,6,1,1
0,0,12,6,1,1
0,0,12,6,1,2
0,0,7,7,1,2
0,0,7,7,1,1
0,0,7,7,1,1
0,0,7,7,1,3
0,0,7,7,1,3
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,3
0,0,7,7,1,3
0,0,7,7,1,3
0,0,7,7,1,3
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,3
0,0,7,7,1,2
0,0,7,7,1,1
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,3
0,0,7,7,1,3
0,0,7,6,1,2
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,1
0,0,7,7,1,2
0,0,7,7,1,2
0,0,7,7,1,1
0,0,7,7,1,3
0,0,7,7,1,1
0,0,7,7,1,3
0,0,7,7,1,2
0,0,7,6,2,3
0,0,7,6,2,3
0,0,7,6,2,2
0,0,7,6,2,3
0,0,7,6,2,2
0,0,7,6,2,3
0,0,7,6,2,2
0,0,7,6,2,2
0,0,7,6,2,2
0,0,7,6,2,2
0,0,7,6,2,3
0,0,7,6,2,2
0,0,7,6,2,1
0,0,7,6,2,2
0,0,7,6,2,1
0,0,7,6,2,1
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,1
0,0,7,6,1,2
0,0,7,6,1,1
0,0,7,6,1,1
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,2
0,0,7,6,1,1
0,0,7,6,1,2
0,0,7,7,1,2
0,0,7,6,2,3
0,0,7,6,2,3
0,0,7,6,2,2
0,0,7,6,2,3
0,0,7,6,3,3
0,0,7,6,2,3
0,0,7,6,2,3
0,0,7,6,2,3
0,0,7,6,2,3
0,0,7,6,2,2
0,0,7,6,2,3
0,0,7,6,2,3
0,0,7,6,2,2
0,0,7,6,2,1
0,0,7,6,3,2
0,0,7,6,2,2
0,0,10,6,1,2
0,0,10,6,1,3
0,0,10,6,1,2
0,0,10,6,1,2
0,0,10,6,1,2
0,0,10,6,1,2
0,0,10,6,1,3
0,0,10,6,1,3
0,0,10,6,1,2
0,0,10,6,1,2
0,0,10,6,1,1
0,0,10,6,1,2
0,0,10,6,1,2
0,0,10,6,1,2
0,0,10,6,1,2
0,0,10,6,1,2
0,0,11,5,1,1
0,0,11,5,1,2
0,0,11,5,1,3
