HouseholdId,Our_HouseholdId,Cell_Coord_y_round,Cell_Coord_x_round,MDD21,MDD22,MDD23,MDD24,MDD25,MDD26,MDD27,MDD28,MDD29,MDD30,MMD10,Urban.Rural,fao1,fao2,fao3,fao4,fao5,fao6,fao7,fao8,fao9,fao10,fao11,fao12,FAO12,ISO3N,Primary_Religion,Percent_Primary_Religion,Percent_Christian,GDP_PPP_2015,GDP_PPP_2000,GDP_PPP_1990,Population_2015,Population_2000,Population_1990,Cell_Coord_x,Cell_Coord_y,PerCapita_GDP_2000,PerCapita_GDP_1990,ISO3C,Continent,World_Region,Travel_time_to_cities group,PerCapita_GDP_2015 group,dist_popcenter group,dist_road group
101016000000.0,92,-9.67,33.42,1,1,1,0,1,0,1,0,1,0,2,0,1,1,1,1,0,0,0,1,1,1,0,1,8,454,0,97.5,97.5,1933151.0019999999,901012.1605,764182.9218,946.2646768,1267.524436,964.5249487,33.375,-9.625,710.8440159,792.2894299999999,MWI,Africa,Eastern Africa,16,3,7,1
101016000000.0,93,-9.67,33.42,1,1,1,1,1,1,1,0,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,12,454,0,97.5,97.5,1933151.0019999999,901012.1605,764182.9218,946.2646768,1267.524436,964.5249487,33.375,-9.625,710.8440159,792.2894299999999,MWI,Africa,Eastern Africa,16,3,7,1
101016000000.0,94,-9.67,33.42,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,7,454,0,97.5,97.5,1933151.0019999999,901012.1605,764182.9218,946.2646768,1267.524436,964.5249487,33.375,-9.625,710.8440159,792.2894299999999,MWI,Africa,Eastern Africa,16,3,7,1
101016000000.0,95,-9.67,33.42,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,8,454,0,97.5,97.5,1933151.0019999999,901012.1605,764182.9218,946.2646768,1267.524436,964.5249487,33.375,-9.625,710.8440159,792.2894299999999,MWI,Africa,Eastern Africa,16,3,7,1
101016000000.0,96,-9.67,33.42,1,1,1,0,1,0,1,0,1,0,2,0,1,0,1,1,1,0,0,1,1,1,0,1,8,454,0,97.5,97.5,1933151.0019999999,901012.1605,764182.9218,946.2646768,1267.524436,964.5249487,33.375,-9.625,710.8440159,792.2894299999999,MWI,Africa,Eastern Africa,16,3,7,1
101020000000.0,113,-9.75,33.5,1,1,0,1,1,0,0,1,1,1,2,0,1,1,1,1,1,1,1,0,1,1,0,0,9,454,0,97.5,97.5,4139006.5760000004,2483929.914,2106716.135,4560.708383,3461.2432299999996,3114.458515,33.45833333,-9.708333332999999,717.64096,676.4309511,MWI,Africa,Eastern Africa,19,1,6,2
101020000000.0,114,-9.75,33.5,1,1,1,0,1,0,0,1,1,1,2,0,1,1,1,1,1,1,0,0,0,1,0,0,7,454,0,97.5,97.5,4139006.5760000004,2483929.914,2106716.135,4560.708383,3461.2432299999996,3114.458515,33.45833333,-9.708333332999999,717.64096,676.4309511,MWI,Africa,Eastern Africa,19,1,6,2
101020000000.0,115,-9.75,33.5,1,1,0,0,1,0,0,1,1,1,2,0,1,1,1,1,1,1,0,0,0,1,0,0,7,454,0,97.5,97.5,4139006.5760000004,2483929.914,2106716.135,4560.708383,3461.2432299999996,3114.458515,33.45833333,-9.708333332999999,717.64096,676.4309511,MWI,Africa,Eastern Africa,19,1,5,2
101020000000.0,116,-9.75,33.5,1,1,1,0,0,0,0,1,1,1,2,0,1,1,1,1,0,1,0,0,1,1,0,0,7,454,0,97.5,97.5,4139006.5760000004,2483929.914,2106716.135,4560.708383,3461.2432299999996,3114.458515,33.45833333,-9.708333332999999,717.64096,676.4309511,MWI,Africa,Eastern Africa,19,1,5,2
101020000000.0,117,-9.75,33.5,1,1,1,0,1,1,0,1,1,1,3,0,1,1,1,1,1,1,0,1,1,1,1,0,10,454,0,97.5,97.5,4139006.5760000004,2483929.914,2106716.135,4560.708383,3461.2432299999996,3114.458515,33.45833333,-9.708333332999999,717.64096,676.4309511,MWI,Africa,Eastern Africa,19,1,5,2
101020000000.0,118,-9.75,33.5,1,1,0,0,0,1,1,1,1,0,2,0,1,1,1,1,0,0,0,1,1,1,1,0,8,454,0,97.5,97.5,4139006.5760000004,2483929.914,2106716.135,4560.708383,3461.2432299999996,3114.458515,33.45833333,-9.708333332999999,717.64096,676.4309511,MWI,Africa,Eastern Africa,19,1,5,2
101020000000.0,119,-9.75,33.5,1,1,1,1,1,1,0,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,12,454,0,97.5,97.5,4139006.5760000004,2483929.914,2106716.135,4560.708383,3461.2432299999996,3114.458515,33.45833333,-9.708333332999999,717.64096,676.4309511,MWI,Africa,Eastern Africa,19,1,5,2
101020000000.0,120,-9.75,33.5,1,1,0,0,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,0,1,1,1,0,8,454,0,97.5,97.5,4139006.5760000004,2483929.914,2106716.135,4560.708383,3461.2432299999996,3114.458515,33.45833333,-9.708333332999999,717.64096,676.4309511,MWI,Africa,Eastern Africa,19,1,5,2
