,dairy,eggs,meat_fish,nuts_pulses,grains_tubers,animal_source_foods,Primary_Religion,Population_2015,Travel_time_to_cities,Soil_suit_overall,Soil_suit_cereals,Soil_suit_pulses,Soil_suit_roots,ISO3C,Entity,Code,Year, (g/person/day),Travel_time_to_cities_group,Soil_suit_overall_group,dairy_group,eggs_group,meat_fish_group,nuts_pulses_group,grains_tubers_group
23335,0.33658642109769893,0.127384995956424,0.37568621854336104,0.146853146853147,0.82561478621629,0.83256648113791,1,34294.19,62.320769999999996,3.8119379999999996,4.903975,0.0,5.891815,SLE,Sierra Leone,SLE,2013.0,56.13,1,2,2,1,2,1,4
23336,0.20666666666666697,0.177333333333333,0.4413333333333329,0.232190476190476,0.826,0.825333333333333,1,81.90724,73.75717,6.035866,5.852664,0.0,7.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,4,1,1,2,1,4
23338,0.16482683982684,0.15164171765734302,0.11844683094683099,0.251563714063714,0.7281038406038409,0.42857193311738795,1,1598.086,71.12989,1.651877,3.8973769999999996,0.0,5.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,1,1,1,1,2,3
23340,0.17485714285714302,0.07,0.28952380952381,0.166190476190476,0.7323809523809521,0.5343809523809521,1,51320.15,51.20968,1.500985,3.8973769999999996,0.0,5.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,1,1,1,2,1,3
23341,0.296018648018648,0.127230769230769,0.30013986013986,0.0997762237762238,0.7881545121545122,0.7233892773892769,1,1775.507,62.55737,2.267129,3.8973769999999996,0.0,5.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,2,2,1,2,1,4
23342,0.190931536565508,0.13092746567627,0.278305088053892,0.15584005308885698,0.556838118022329,0.6001640902956689,1,5032.392,91.99345,4.643084,4.801352,0.0,6.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,3,1,1,2,1,3
23343,0.27360066833751,0.208808004860637,0.298589750892382,0.25711532619427396,0.7919614376851221,0.78099842409053,1,22240.5,106.3358,3.629311,4.0,0.5771082,5.0,LBR,Liberia,LBR,2013.0,37.66,1,2,2,1,2,2,4
23344,0.166666666666667,0.0,0.166666666666667,0.0,0.666666666666667,0.33333333333333304,6,18648.52,191.5108,2.5554330000000003,4.0,0.5771082,5.0,LBR,Liberia,LBR,2013.0,37.66,1,2,1,1,1,1,3
23347,0.33333333333333304,0.133333333333333,0.46666666666666706,0.133333333333333,0.8,0.933333333333333,1,678.3,76.25535,5.650164,3.8820769999999998,0.0008095785000000001,6.320312,CIV,Cote d'Ivoire,CIV,2013.0,58.51,1,3,2,1,2,1,4
23355,0.35,0.0,0.373076923076923,0.05,0.8,0.7230769230769231,0,391.3243,42.98811,6.98555,7.691361,7.0,6.999827000000001,BEN,Benin,BEN,2013.0,64.43,1,4,2,1,2,1,4
23363,1.25,0.25,1.0,0.125,0.875,2.5,0,3198.7909999999997,315.9124,5.526085,6.831177,2.502324,5.132574,ETH,Ethiopia,ETH,2013.0,60.4,2,3,6,2,5,1,4
23364,0.5714285714285711,0.0,0.7142857142857142,0.14285714285714302,0.14285714285714302,1.28571428571429,0,2542.063,272.4444,5.378458,6.543514,2.502324,4.5236730000000005,ETH,Ethiopia,ETH,2013.0,60.4,2,3,3,1,3,1,1
23394,0.39279529993815704,0.195441463298606,0.16234254467337197,0.169824573185918,0.531022129131373,0.746635058145452,1,4129.319,107.5194,5.695098000000001,5.817849,0.0,7.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,3,2,1,1,1,3
23395,0.27407893032893,0.18895202020202,0.19349229474229498,0.217192760942761,0.984503598253598,0.6547555685055679,1,6491.130999999999,95.45997,2.169636,3.8973769999999996,0.0,5.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,2,2,1,1,1,4
23397,0.265268326032702,0.129879209928298,0.281476315487536,0.19696920268448997,0.754918192295471,0.6766238514485361,1,19457.99,65.95258000000001,2.340625,3.8973769999999996,0.0,6.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,2,2,1,2,1,4
23398,0.21087941349379302,0.150448697997718,0.140725178960473,0.25375093920845604,0.719040073942035,0.502053290451983,1,3391.801,59.97889,3.6609410000000002,4.7665370000000005,0.0,5.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,2,1,1,1,2,3
23403,0.0,0.0,0.166666666666667,0.0,0.666666666666667,0.166666666666667,6,6610.283,59.19851,4.465738,4.725596,0.0008095785000000001,6.0,CIV,Cote d'Ivoire,CIV,2013.0,58.51,1,3,1,1,1,1,3
23410,0.157142857142857,0.0,0.3928571428571429,0.14285714285714302,0.535714285714286,0.55,0,1640.579,66.27126,7.1370830000000005,7.691361,7.0,6.999827000000001,BEN,Benin,BEN,2013.0,64.43,1,4,1,1,2,1,3
23439,0.307692307692308,0.0,0.384615384615385,0.115384615384615,0.7692307692307689,0.6923076923076921,0,7194.568,104.4458,5.245423000000001,4.999944999999999,0.6781335999999999,6.565397999999999,PHL,Philippines,PHL,2013.0,59.93,1,3,2,1,2,1,4
23440,0.33333333333333304,0.33333333333333304,0.0,0.583333333333333,1.25,0.666666666666667,0,7443.72,71.8178,1.809133,3.9999629999999997,0.5425069,4.614254,PHL,Philippines,PHL,2013.0,59.93,1,1,2,2,1,3,6
23456,0.19237904952190696,0.178247942533657,0.28128880922998606,0.21645259502402397,0.8105554109755791,0.6519158012855489,1,15362.71,20.51726,2.09693,3.8973769999999996,0.0,5.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,2,1,1,2,1,4
23457,0.129348581537878,0.12141071003300098,0.24388702849560898,0.19681982104582701,0.8466792384970179,0.494646320066488,1,1885.566,41.51465,2.403092,3.8973769999999996,0.0,5.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,2,1,1,1,1,4
23458,0.23790255496137802,0.166409238909239,0.361938241497065,0.14713675213675198,0.882748351865999,0.766250035367683,1,4360.758,45.7411,2.361208,3.8973769999999996,0.0,5.891815,SLE,Sierra Leone,SLE,2013.0,56.13,1,2,1,1,2,1,4
23459,0.146853146853147,0.15984015984016,0.194794094794095,0.23485201667019895,0.7722045631136542,0.501487401487401,1,14299.27,69.01626,4.296532,4.7665370000000005,0.0,5.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,3,1,1,1,1,4
23460,0.13081501831501802,0.160358887144601,0.21859301412872797,0.11875,0.813893249607535,0.509766919588348,6,5549.593000000001,148.5195,3.0117,4.0,0.5771082,5.0,LBR,Liberia,LBR,2013.0,37.66,1,2,1,1,1,1,4
23462,0.42857142857142894,0.0,0.42857142857142894,0.0,0.7142857142857142,0.857142857142857,1,75.65196,48.29701,6.123355999999999,5.366736,0.0008095785000000001,7.0,CIV,Cote d'Ivoire,CIV,2013.0,58.51,1,4,2,1,2,1,3
23463,0.11764705882353,0.0,0.47058823529411703,0.0,0.882352941176471,0.588235294117647,1,1163.3319999999999,101.3052,5.748777,5.666634999999999,0.0008095785000000001,6.339303,CIV,Cote d'Ivoire,CIV,2013.0,58.51,1,3,1,1,2,1,4
23464,0.0526315789473684,0.0,0.421052631578947,0.0,1.1578947368421102,0.47368421052631604,1,960.7664,80.83958,4.940254,5.666634999999999,0.0008095785000000001,6.320312,CIV,Cote d'Ivoire,CIV,2013.0,58.51,1,3,1,1,2,1,5
23465,0.555555555555556,0.111111111111111,0.222222222222222,0.0,0.8888888888888891,0.8888888888888891,0,7593.031,31.25512,4.30641,4.792434,0.0008095785000000001,5.0,CIV,Cote d'Ivoire,CIV,2013.0,58.51,1,3,3,1,1,1,4
23468,0.7142857142857142,0.42857142857142894,0.5714285714285711,0.0,0.857142857142857,1.7142857142857097,6,429039.0,0.0,4.943922,5.092332,0.0009445083,6.0,CIV,Cote d'Ivoire,CIV,2013.0,58.51,1,3,3,2,3,1,4
23474,0.24638345456759803,0.125931187312261,0.370544289470121,0.173228817218587,0.48557810475969004,0.7428589313499799,0,39852.52,120.7907,6.000808,6.419741,0.2883382,6.0,TGO,Togo,TGO,2013.0,59.79,1,4,1,1,2,1,2
23495,0.5,0.25,0.107142857142857,0.25,0.857142857142857,0.857142857142857,0,5013.872,112.1276,5.34486,4.999944999999999,0.6781335999999999,6.565397999999999,PHL,Philippines,PHL,2013.0,59.93,1,3,3,2,1,2,4
23496,0.0909090909090909,0.0,0.0,0.0,0.45454545454545503,0.0909090909090909,0,49886.86,78.40026,4.609515,5.642828,0.6781335999999999,6.565397999999999,PHL,Philippines,PHL,2013.0,59.93,1,3,1,1,1,1,2
23504,0.24997393632009,0.147707558278825,0.284304415418669,0.178098824252671,0.8240686328503071,0.681985910017584,1,265156.4,1.016156,3.63521,4.7665370000000005,0.0,5.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,2,1,1,2,1,4
23505,0.210919719378366,0.0638153513153513,0.30632303160498603,0.100497121925693,0.7841843307068871,0.581058102298704,1,7820.681,23.017870000000002,3.813505,4.7665370000000005,0.0,6.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,2,1,1,2,1,4
23506,0.180195681511471,0.0960478118372855,0.456463273568537,0.371391620075831,0.748599645968067,0.732706766917293,1,544.8835,33.53859,3.584961,4.7665370000000005,0.0,5.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,2,1,1,2,2,3
23507,0.297460902689661,0.15946933422423598,0.16182248821137699,0.133017499929265,0.57023800455173,0.6187527251252739,1,11291.42,9.933744,1.054329,3.8973769999999996,0.0,5.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,1,2,1,1,1,3
23508,0.23781041246277101,0.165385672556266,0.293760709214349,0.279735491634007,0.707735417579569,0.688482217962199,1,844.013,26.04642,2.218364,3.8973769999999996,0.0,5.891815,SLE,Sierra Leone,SLE,2013.0,56.13,1,2,1,1,2,2,3
23509,0.241807379612258,0.183792494768105,0.277370326150814,0.261915185085916,0.8728620972523409,0.702970200531176,1,17398.59,62.00155,3.576054,4.7665370000000005,0.0,6.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,2,1,1,2,2,4
23510,0.319264622845185,0.230944815343792,0.266930724859114,0.10511711931149302,0.9280948378135079,0.8171401630480909,1,4387.909000000001,86.61595,3.641925,4.0,0.5771082,5.0,LBR,Liberia,LBR,2013.0,37.66,1,2,2,1,2,1,4
23511,0.386637045431512,0.234939521334362,0.40387404184471004,0.25987031829553103,0.727361642240985,1.02545060861058,1,10067.61,95.47704,4.985437999999999,5.403496,0.0,5.8502410000000005,GIN,Guinea,GIN,2013.0,55.93,1,3,2,1,2,2,3
23514,0.0555555555555556,0.0,0.444444444444444,0.0,0.833333333333333,0.5,1,57061.17,58.99851999999999,5.382465,4.366736,0.0008095785000000001,5.320312,CIV,Cote d'Ivoire,CIV,2013.0,58.51,1,3,1,1,2,1,4
23515,0.33333333333333304,0.0,0.416666666666666,0.0,0.9166666666666651,0.75,1,97.65844,53.35017,6.313852,5.366736,0.0008095785000000001,7.0,CIV,Cote d'Ivoire,CIV,2013.0,58.51,1,4,2,1,2,1,4
23518,0.33333333333333304,0.0,0.0,0.0,0.0,0.33333333333333304,0,67594.26,73.5053,4.948216,5.092332,0.0008095785000000001,6.0,CIV,Cote d'Ivoire,CIV,2013.0,58.51,1,3,2,1,1,1,1
23521,0.11719917079824198,0.0680939592969086,0.289038069366406,0.0998776765030635,0.8041619757951031,0.474331199461556,0,63545.14,60.046890000000005,6.182274,6.489776,0.2883382,6.0,TGO,Togo,TGO,2013.0,59.79,1,4,1,1,2,1,4
23522,0.345238095238095,0.130952380952381,0.214285714285714,0.28571428571428603,1.01587301587302,0.69047619047619,0,29090.31,28.2449,7.103859,7.691361,7.0,6.999827000000001,BEN,Benin,BEN,2013.0,64.43,1,4,2,1,1,2,5
23525,0.43956043956044005,0.124338624338625,0.48148148148148107,0.214285714285714,1.00357142857143,1.02910052910053,0,8506.610999999999,56.728669999999994,6.747337,6.835607,7.0,5.999862,BEN,Benin,BEN,2013.0,64.43,1,4,2,1,2,1,5
23526,0.0857142857142857,0.11428571428571402,0.37142857142857105,0.14285714285714302,0.6190476190476191,0.5714285714285711,0,17842.67,75.19837,6.92745,7.691361,7.0,6.999827000000001,BEN,Benin,BEN,2013.0,64.43,1,4,1,1,2,1,3
23530,0.21648351648351602,0.0728937728937729,0.167765567765568,0.17307692307692302,0.422763134301596,0.4571428571428571,0,230.8486,173.6074,7.326325,7.402761,0.0,5.997122,TCD,Chad,TCD,2013.0,62.72,1,4,1,1,1,1,2
23533,1.0,0.0,0.0,0.0,0.0,1.0,0,46963.26,20.49286,2.849078,4.611617,2.0,3.5643949999999998,ETH,Ethiopia,ETH,2013.0,60.4,1,2,5,1,1,1,1
23543,1.08333333333333,0.33333333333333304,0.33333333333333304,0.5,1.33333333333333,1.75,0,11527.5,165.3048,0.41159929999999995,3.3570800000000003,0.5425069,3.951144,PHL,Philippines,PHL,2013.0,59.93,1,1,5,2,2,3,6
23544,0.0989010989010989,0.032967032967032996,0.13510019392372302,0.28571428571428603,0.7659987071751779,0.26696832579185503,0,1987.254,58.532630000000005,4.329333999999999,4.999944999999999,0.6482063,6.262412,PHL,Philippines,PHL,2013.0,59.93,1,3,1,1,1,2,4
23551,0.334183673469388,0.280583900226757,0.129648526077098,0.17899659863945602,0.8247165532879821,0.744416099773243,1,8511.659,13.23784,3.7140239999999998,3.8973769999999996,0.0,5.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,2,2,2,1,1,4
23552,0.240657361299957,0.110837766299748,0.274880818064538,0.19284091037842496,0.8015101203933491,0.6257101985378061,1,72616.28,7.7411,4.07287,4.846065,0.0,6.891814999999999,SLE,Sierra Leone,SLE,2013.0,56.13,1,3,1,1,2,1,4
23553,0.253989541160594,0.166025641025641,0.3361552920763449,0.208201995373048,0.975498843262001,0.7561704742625791,1,1477.543,33.92225,4.790036,4.7665370000000005,0.0,6.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,3,2,1,2,1,4
23554,0.192824074074075,0.138100459482039,0.21898710451342002,0.17593926946997102,0.7243978000556941,0.5499116380695329,1,2626.659,7.7539880000000005,1.982187,3.8973769999999996,0.0,5.891815,SLE,Sierra Leone,SLE,2013.0,56.13,1,1,1,1,1,1,3
23555,0.400947347508069,0.213641966298513,0.251938078788174,0.0980493520816101,0.708214940235813,0.866527392594755,1,3075.191,57.26543,2.4307790000000002,3.8973769999999996,0.0,5.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,2,2,1,2,1,3
23556,0.439076923076923,0.162395604395604,0.371692307692308,0.274307692307692,0.766446886446886,0.973164835164835,1,419.4944,120.945,0.6620852,3.0,0.4616866,4.0,LBR,Liberia,LBR,2013.0,37.66,1,1,2,1,2,2,4
23557,0.112916069437809,0.230737378563466,0.260479375696767,0.122670807453416,0.8385252428730691,0.604132823698041,6,102.7175,181.1562,1.540361,4.0,0.5771082,5.0,LBR,Liberia,LBR,2013.0,37.66,1,1,1,1,2,1,4
23560,0.0,0.0,0.111111111111111,0.111111111111111,0.7777777777777779,0.111111111111111,0,1883.513,137.5444,4.601505,4.792434,0.0008095785000000001,5.0,CIV,Cote d'Ivoire,CIV,2013.0,58.51,1,3,1,1,1,1,4
23561,0.0,0.25,0.0,0.0,0.75,0.25,6,1823.418,39.476240000000004,6.086507,5.792434,0.0008095785000000001,6.98101,CIV,Cote d'Ivoire,CIV,2013.0,58.51,1,4,1,2,1,1,4
23562,0.0,0.14285714285714302,0.42857142857142894,0.0,1.0,0.5714285714285711,0,9954.991,62.21929,5.007758,5.159171,0.0009445083,6.0,CIV,Cote d'Ivoire,CIV,2013.0,58.51,1,3,1,1,2,1,5
23571,0.34821428571428603,0.0741758241758242,0.26373626373626397,0.0416666666666667,0.9090909090909091,0.65934065934066,0,6947.848000000001,36.12887,7.191652,7.691361,7.0,6.999827000000001,BEN,Benin,BEN,2013.0,64.43,1,4,2,1,2,1,4
23573,0.25,0.1,0.2,0.333333333333334,1.07142857142857,0.55,0,211799.8,46.98434,6.671208999999999,6.835607,7.0,5.999862,BEN,Benin,BEN,2013.0,64.43,1,4,2,1,1,2,5
23582,0.694444444444444,0.0,0.416666666666666,0.444444444444445,1.08333333333333,1.11111111111111,0,135674.0,60.93642,0.36140370000000005,3.9999629999999997,0.6482063,3.951144,PHL,Philippines,PHL,2013.0,59.93,1,1,3,1,2,2,5
23595,0.323313735813736,0.182871182871183,0.23415525915525898,0.10532643032642999,0.7362100737100741,0.740340177840178,1,12.4029,209.4684,5.280943,5.715225,0.0,6.0,SLE,Sierra Leone,SLE,2013.0,56.13,2,3,2,1,1,1,3
23596,0.39840274667860903,0.14564860426929402,0.27086132258546103,0.144991789819376,0.6170771756978649,0.8149126735333629,1,2699.6620000000003,144.733,3.877565,5.715225,0.0,7.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,2,2,1,2,1,3
23597,0.202032763020905,0.12474916387959899,0.23550365313211102,0.17634238401036803,0.632885801067619,0.562285580032616,1,76902.51,132.2572,6.465788,6.584385,0.0,7.891814999999999,SLE,Sierra Leone,SLE,2013.0,56.13,1,4,1,1,1,1,3
23601,0.32266544796223806,0.17180242562228001,0.21565024514998898,0.17607353408631898,0.738752518365856,0.7101181187345071,1,1151.002,15.483429999999998,2.062419,3.8973769999999996,0.0,5.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,2,2,1,1,1,3
23602,0.422044068463506,0.104023214637025,0.142098310896265,0.15153452685422,0.44768594576778703,0.668165593996796,1,1017.36,130.9582,2.077241,3.8973769999999996,6.150901e-15,5.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,2,2,1,1,1,2
23603,0.36111111111111105,0.0611111111111111,0.324074074074074,0.19444444444444395,0.9907407407407409,0.746296296296296,1,18.64799,180.3756,4.742961,4.7120120000000005,0.0,5.8502410000000005,GIN,Guinea,GIN,2013.0,55.93,1,3,2,1,2,1,4
23605,0.20975056689342397,0.0773809523809524,0.41880341880341904,0.24908424908424898,0.814756671899529,0.7059349380777951,1,5308.47,1.2672350000000001,4.949761,5.403496,0.0,6.812800999999999,GIN,Guinea,GIN,2013.0,55.93,1,3,1,1,2,1,4
23606,0.10023967260809401,0.03972902097902101,0.35502071941216706,0.130076694139194,0.8107023337286501,0.494989412999281,1,8044.56,11.24583,3.982636,4.511349,0.0,6.510657,GIN,Guinea,GIN,2013.0,55.93,1,2,1,1,2,1,4
23611,0.0,0.0,0.5714285714285711,0.0,1.0,0.5714285714285711,0,19801.26,17.01816,4.331069,4.792434,0.0008095785000000001,5.0,CIV,Cote d'Ivoire,CIV,2013.0,58.51,1,3,1,1,3,1,5
23624,0.17368421052631602,0.135,0.119761904761905,0.0,0.6136363636363641,0.394761904761904,0,1233.335,39.48178,7.195442,7.691361,7.0,6.999827000000001,BEN,Benin,BEN,2013.0,64.43,1,4,1,1,1,1,3
23625,0.35,0.15,0.3,0.3,0.857142857142857,0.8,0,116883.7,44.273070000000004,6.6245199999999995,6.746867999999999,6.0,5.999862,BEN,Benin,BEN,2013.0,64.43,1,4,2,1,2,2,4
23626,0.298049273592752,0.149706975793932,0.304194155281112,0.22195463554159198,0.6816950092312409,0.751950404667796,0,883.3279,75.30068,5.0301860000000005,7.336659,1.921936,5.942276000000001,CMR,Cameroon,CMR,2013.0,69.96,1,3,2,1,2,1,3
23629,0.4,0.2,0.2,0.1,1.0,0.8,1,530.6808,9.914607,5.337231,5.481479,2.0,3.173296,ETH,Ethiopia,ETH,2013.0,60.4,1,3,2,1,1,1,5
23630,0.5714285714285711,0.28571428571428603,0.0,0.0,0.14285714285714302,0.857142857142857,0,5642.719,67.96377,4.181011,4.554142,4.100465,4.0,ETH,Ethiopia,ETH,2013.0,60.4,1,3,3,2,1,1,1
23639,0.314285714285714,0.2,0.17142857142857096,0.0857142857142857,0.6,0.6857142857142859,0,1019.6489999999999,30.94646,1.3477370000000002,4.357080000000001,0.783833,4.936193,PHL,Philippines,PHL,2013.0,59.93,1,1,2,1,1,1,3
23646,0.12963259749697,0.0911446010130222,0.184016989533184,0.19267213330978503,0.655427658261666,0.403519180998938,1,133.025,149.92600000000002,5.408078,5.670512,0.0,6.891814999999999,SLE,Sierra Leone,SLE,2013.0,56.13,1,3,1,1,1,1,3
23647,0.4486106957134171,0.20690286447529602,0.23500017687901803,0.190055781210303,0.770871051687557,0.8905137370677311,1,1389.494,141.2678,6.057055999999999,6.584385,0.0,7.891814999999999,SLE,Sierra Leone,SLE,2013.0,56.13,1,4,2,1,1,1,4
23648,0.17873662285427,0.10485060690942999,0.23552780552780603,0.20911477411477397,0.7775766390472271,0.519115035291506,1,1971.253,44.35135,6.092141000000001,6.584385,0.0,7.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,4,1,1,1,1,4
23650,0.4138739157455739,0.23077376673633396,0.269322888440535,0.169641049186504,0.7698051873854008,0.9139705709224429,1,6676.629,39.092009999999995,1.51397,3.8973769999999996,0.0,5.891815,SLE,Sierra Leone,SLE,2013.0,56.13,1,1,2,1,2,1,4
23652,0.136363636363636,0.136363636363636,0.272727272727273,0.136363636363636,1.12727272727273,0.545454545454545,6,8581.949,159.0278,2.245342,3.819865,0.0,4.887681,GIN,Guinea,GIN,2013.0,55.93,1,2,1,1,2,1,5
23654,0.6,0.2,0.2,0.0,0.4,1.0,6,1055.839,29.811020000000003,4.702215,3.8820769999999998,0.0008095785000000001,6.0,CIV,Cote d'Ivoire,CIV,2013.0,58.51,1,3,3,1,1,1,2
23656,0.42857142857142894,0.14285714285714302,0.28571428571428603,0.0,0.7142857142857142,0.857142857142857,0,590737.1,0.0,4.653335,4.792434,0.0008095785000000001,5.0,CIV,Cote d'Ivoire,CIV,2013.0,58.51,1,3,2,1,2,1,3
23657,0.411764705882353,0.17647058823529396,0.294117647058823,0.0,0.7647058823529409,0.882352941176471,0,6937.494000000001,11.55316,4.652029,4.792434,0.0008095785000000001,5.0,CIV,Cote d'Ivoire,CIV,2013.0,58.51,1,3,2,1,2,1,4
23658,0.0909090909090909,0.0,0.18181818181818202,0.0,0.7272727272727271,0.272727272727273,0,79.62499,140.9974,5.095662,4.851396,0.0008095785000000001,6.0,CIV,Cote d'Ivoire,CIV,2013.0,58.51,1,3,1,1,1,1,3
23659,0.0,0.0,0.1875,0.0,0.4375,0.1875,6,7671.02,79.39753,5.3530370000000005,5.151294,0.0008095785000000001,6.0,CIV,Cote d'Ivoire,CIV,2013.0,58.51,1,3,1,1,1,1,2
23668,0.450824175824176,0.179387279387279,0.325130425130425,0.0961080586080586,0.9920904492333059,0.9553418803418801,0,912.4526,41.72461,6.01852,6.821314,0.32955500000000004,5.7233,TGO,Togo,TGO,2013.0,59.79,1,4,2,1,2,1,4
23669,0.200324675324675,0.14848484848484803,0.28538961038960997,0.332762691853601,0.64620720188902,0.634199134199134,0,6454.536,71.50093000000001,6.067067,6.489776,0.2883382,6.0,TGO,Togo,TGO,2013.0,59.79,1,4,1,1,2,2,3
23672,0.2,0.1,0.12727272727272698,0.0,0.957142857142857,0.427272727272727,0,83497.57,46.24953,6.830852,6.862296000000001,7.0,6.999827000000001,BEN,Benin,BEN,2013.0,64.43,1,4,1,1,1,1,4
23678,0.0,0.0,0.0,0.0,1.0,0.0,0,39074.73,8.85971,4.923139,5.266888,2.0,3.9554940000000003,ETH,Ethiopia,ETH,2013.0,60.4,1,3,1,1,1,1,5
23686,0.75,0.25,0.25,0.5,0.75,1.25,0,18422.56,122.8285,1.7868509999999997,3.357098,0.6781335999999999,3.951144,PHL,Philippines,PHL,2013.0,59.93,1,1,4,2,2,3,4
23698,0.0,0.3958333333333329,0.895833333333333,0.30952380952381,0.277777777777778,1.29166666666667,3,4272.585,644.0935,5.226253,5.0,0.4848897,6.0,GUY,Guyana,GUY,2013.0,79.51,4,3,1,2,4,2,2
23700,0.40239924843962105,0.22639575745165802,0.271226651195595,0.256468462524363,0.977852857977082,0.8830148543657859,1,583.2599,96.24107,6.234888,5.715225,0.0,7.891814999999999,SLE,Sierra Leone,SLE,2013.0,56.13,1,4,2,1,2,2,4
23702,0.0,0.0,0.375,0.125,1.0,0.375,6,123.8062,44.74221,3.18372,3.8820769999999998,0.0006746488000000001,5.320313,CIV,Cote d'Ivoire,CIV,2013.0,58.51,1,2,1,1,2,1,5
23703,0.28571428571428603,0.0,0.28571428571428603,0.0,0.7142857142857142,0.5714285714285711,0,533.944,32.217890000000004,5.08969,4.792434,0.0008095785000000001,5.0,CIV,Cote d'Ivoire,CIV,2013.0,58.51,1,3,2,1,2,1,3
23704,0.5,0.29166666666666696,0.29166666666666696,0.0,0.833333333333333,1.08333333333333,0,95114.9,4.700255,4.688169,4.792434,0.0008095785000000001,5.0,CIV,Cote d'Ivoire,CIV,2013.0,58.51,1,3,3,2,2,1,4
23705,0.17073170731707302,0.024390243902439,0.292682926829268,0.0,0.804878048780488,0.48780487804878103,0,2292.17,19.23133,4.683483,4.792434,0.0008095785000000001,5.0,CIV,Cote d'Ivoire,CIV,2013.0,58.51,1,3,1,1,2,1,4
23711,0.5194718108402321,0.20345299145299103,0.221895881895882,0.217964257964258,0.842819301556144,0.944820684189105,0,841.9706,86.77646999999999,2.316761,4.544102,0.2471214,4.712656,TGO,Togo,TGO,2013.0,59.79,1,2,3,1,1,1,4
23714,0.166666666666667,0.208333333333333,0.29166666666666696,0.2,1.16666666666667,0.625,0,323.48400000000004,81.44131,7.287974,7.691361,7.0,6.999827000000001,BEN,Benin,BEN,2013.0,64.43,1,4,1,1,2,1,5
23715,0.270748299319728,0.219780219780219,0.231176231176231,0.0921052631578947,1.03991596638656,0.690679690679691,0,21617.53,62.31399999999999,6.847889,6.862296000000001,7.0,6.9743580000000005,BEN,Benin,BEN,2013.0,64.43,1,4,2,1,1,1,5
23716,0.0,0.2,0.1,0.3,1.0,0.3,6,6261.395,112.4054,6.843308,6.862296000000001,7.0,6.9743580000000005,BEN,Benin,BEN,2013.0,64.43,1,4,1,1,1,2,5
23725,0.0,0.0,0.0,0.166666666666667,0.33333333333333304,0.0,0,76127.28,1.263376,5.70867,5.709349,2.0,3.5643949999999998,ETH,Ethiopia,ETH,2013.0,60.4,1,3,1,1,1,1,2
23732,0.0,0.0,0.166666666666667,0.0,0.33333333333333304,0.166666666666667,0,25817.34,59.169959999999996,5.377639,4.999981,0.9025886999999999,5.9022879999999995,PHL,Philippines,PHL,2013.0,59.93,1,3,1,1,1,1,2
23739,0.239158808597663,0.130938558953359,0.325117176425226,0.181854475933423,1.03471797895947,0.6812405441303728,1,5370.544,321.5498,3.094852,4.801352,0.0,6.891814999999999,SLE,Sierra Leone,SLE,2013.0,56.13,2,2,1,1,2,1,5
23740,0.3358284331860039,0.23387405201315,0.39725754006113795,0.19360855286642398,0.590532250108712,0.9570016128299491,2,120.3702,248.0,4.592446,4.7665370000000005,0.0,5.0,SLE,Sierra Leone,SLE,2013.0,56.13,2,3,2,1,2,1,3
23741,0.258040089952366,0.154282872157018,0.388809759285181,0.10730818649615,0.8036693735741579,0.80010356187484,1,5551.017,127.4775,5.292997,4.846065,0.0,6.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,3,2,1,2,1,4
23743,0.286343537414966,0.253860544217687,0.24746444731738898,0.244475328592976,0.741499292024502,0.7865696278511409,1,3205.165,127.8207,6.098981,5.715225,0.0,7.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,4,2,2,1,1,3
23744,0.314096596803364,0.18017535931069797,0.268142196149715,0.18384216034592002,0.837202667841766,0.7611154509650749,1,4354.1179999999995,105.7298,6.468917,6.584385,0.0,7.891814999999999,SLE,Sierra Leone,SLE,2013.0,56.13,1,4,2,1,2,1,4
23746,0.20308259909709198,0.0492926290027739,0.306444923836228,0.156813865147198,0.7001719295197549,0.558820151936094,1,5759.1669999999995,73.5016,5.221787,4.7665370000000005,0.0,6.0,SLE,Sierra Leone,SLE,2013.0,56.13,1,3,1,1,2,1,3
