,dairy,eggs,meat_fish,nuts_pulses,grains_tubers,animal_source_foods,Primary_Religion,Population_2015,Travel_time_to_cities,Soil_suit_overall,Soil_suit_cereals,Soil_suit_pulses,Soil_suit_roots,ISO3C,Entity,Code,Year, (g/person/day),Travel_time_to_cities_group,Soil_suit_overall_group,dairy_group,eggs_group,meat_fish_group,nuts_pulses_group,grains_tubers_group
0,0.159340659340659,0.34652014652014695,0.48021978021978007,0.159340659340659,0.8413919413919408,0.9860805860805859,0,92.83489,82.41833000000001,8.56108,8.491615,8.010826,8.0,UKR,Ukraine,UKR,2013.0,88.62,1,5,1,2,2,1,4
1,0.353050595238095,0.046875,0.280071924603175,0.07421875,0.447915365884116,0.67999751984127,0,1748.388,74.77269,8.51168,8.491615,8.010826,8.0,MDA,Moldova,MDA,2013.0,71.41,1,5,2,1,2,1,2
2,0.31977189477189505,0.10658508158508198,0.136904761904762,0.15,0.609615384615385,0.5632617382617379,0,58.915130000000005,96.4523,8.313398,8.491615,8.010826,8.0,MDA,Moldova,MDA,2013.0,71.41,1,5,2,1,1,1,3
3,0.8770604395604399,0.269230769230769,0.153846153846154,0.0755494505494505,0.7568681318681321,1.30013736263736,0,8067.764,92.95013,7.087249000000001,6.9988660000000005,7.0,7.0,MDA,Moldova,MDA,2013.0,71.41,1,4,4,2,1,1,4
5,0.0,0.0871212121212121,0.0930735930735931,0.267857142857143,0.643127705627706,0.180194805194805,0,17019.27,54.772619999999996,8.7399,8.919906,6.0,8.0,UKR,Ukraine,UKR,2013.0,88.62,1,5,1,1,1,2,3
6,0.269844607853945,0.137813650695654,0.36580926937838004,0.235242923377099,0.8740536436831249,0.77346752792798,0,8118.996999999999,85.29751999999999,8.697246,8.919906,6.0,8.0,UKR,Ukraine,UKR,2013.0,88.62,1,5,2,1,2,1,4
7,0.378205128205128,0.142307692307692,0.48241758241758204,0.278388278388278,0.9897435897435899,1.0029304029304,0,24634.26,70.76281,8.717217999999999,8.998034,7.021653,8.0,MDA,Moldova,MDA,2013.0,71.41,1,5,2,1,2,2,4
9,0.285858585858586,0.174747474747475,0.4626262626262629,0.28333333333333305,0.926767676767677,0.923232323232323,0,4051.203,55.77211,8.547049000000001,8.491615,8.010826,8.0,MDA,Moldova,MDA,2013.0,71.41,1,5,2,1,2,2,4
11,0.20238095238095197,0.19583333333333303,0.35,0.19166666666666698,0.704166666666667,0.7482142857142858,0,215.8858,83.61144,8.536519,8.491615,8.010826,8.0,MDA,Moldova,MDA,2013.0,71.41,1,5,1,1,2,1,3
12,0.5,0.14021164021164,0.148148148148148,0.0740740740740741,0.7989417989417991,0.7883597883597879,0,910.8453,94.74248,8.533133,8.491615,8.010826,8.0,MDA,Moldova,MDA,2013.0,71.41,1,5,3,1,1,1,4
13,0.222002997002997,0.0737183868762816,0.17259056732740902,0.0590225563909774,0.5811736509104929,0.468311951206688,0,156.0768,92.8088,6.528969999999999,7.491842999999999,7.010827000000001,7.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,1,1,3
16,0.344452662721894,0.189583333333334,0.321375739644971,0.21192061143984198,0.752648313225236,0.855411735700197,0,1.5521200000000002,93.16275999999999,8.536438,8.491615,8.010826,8.0,MDA,Moldova,MDA,2013.0,71.41,1,5,2,1,2,1,4
18,0.19407234641788396,0.147695534823681,0.24072273073989303,0.133650702844067,0.6575674135170699,0.582490611981459,0,10318.33,66.31911,8.524646,8.491615,8.010826,8.0,MDA,Moldova,MDA,2013.0,71.41,1,5,1,1,1,1,3
21,0.3536281179138321,0.18367346938775503,0.336394557823129,0.307142857142857,0.7155328798185941,0.873696145124716,0,24.755879999999998,71.13665999999999,8.532380999999999,8.491615,8.010826,8.0,MDA,Moldova,MDA,2013.0,71.41,1,5,2,1,2,2,3
23,0.256484380713056,0.0901277941659068,0.314603258205799,0.20580114078299203,0.689810475990683,0.661215433084762,0,1934.309,64.75803,8.382581,8.491615,8.010826,7.0,MDA,Moldova,MDA,2013.0,71.41,1,5,2,1,2,1,3
24,0.20307108350586606,0.0623878536922015,0.337122780601041,0.263940648723257,0.847220653742393,0.602581717799109,0,9.944427000000001,69.02020999999999,8.126762,8.491088000000001,7.010827000000001,7.0,MDA,Moldova,MDA,2013.0,71.41,1,5,1,1,2,2,4
25,0.31165628440064597,0.14477126883141903,0.325575844372837,0.198021276968645,0.79740038574625,0.7820033976049009,0,3126.7990000000004,47.170190000000005,8.242766,7.985197,8.010826,8.0,MDA,Moldova,MDA,2013.0,71.41,1,5,2,1,2,1,4
29,0.281135787648392,0.0660714285714286,0.20988358047181602,0.17393578643578697,0.6451073436367549,0.5570907966916371,0,2514.567,57.49886,7.916223,7.4778720000000005,8.0,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,1,3
30,0.17166666666666697,0.075,0.257272727272727,0.228888888888889,0.5581313131313129,0.503939393939394,0,5885.018,43.99471,8.376653999999998,8.491238000000001,7.021653,7.0,MDA,Moldova,MDA,2013.0,71.41,1,5,1,1,2,1,3
31,0.390909090909091,0.0818181818181818,0.351839826839827,0.18333333333333302,0.8627902400629671,0.8245670995671,0,2311.245,18.00986,8.440497,8.491615,8.010826,8.0,MDA,Moldova,MDA,2013.0,71.41,1,5,2,1,2,1,4
32,0.421326754385965,0.207980889724311,0.407150689223058,0.114035087719298,0.7584194862155391,1.03645833333333,0,5872.414000000001,30.51476,8.258685,8.491615,8.010826,8.0,MDA,Moldova,MDA,2013.0,71.41,1,5,2,1,2,1,4
35,0.31819798857758197,0.138206566171299,0.272258848411426,0.171562181144561,0.7294478713057929,0.728663403160307,0,1265.413,58.22275,7.991592,8.491238000000001,6.032479,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,2,1,3
36,0.20309523809523802,0.12947478991596698,0.171708683473389,0.17385154061624603,0.5509982174688061,0.504278711484594,0,178.9593,42.68223,8.255884,8.491615,8.010826,8.0,MDA,Moldova,MDA,2013.0,71.41,1,5,1,1,1,1,3
37,0.30011655011655,0.20453326629797197,0.226893150422562,0.265875409993057,0.8821861145390559,0.7315429668370849,0,17567.02,23.07095,7.713178999999999,7.982326,8.0,7.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,2,4
38,0.28159142444856705,0.217779839208411,0.246825396825397,0.270284477427335,0.5853535353535351,0.746196660482375,0,1311.979,34.696999999999996,7.585941,7.984819,7.010827000000001,7.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,2,3
39,0.269938394938395,0.207276057276057,0.36908924408924393,0.28202630702630704,0.7764652014652009,0.846303696303695,0,20668.06,41.49964,7.523714999999999,7.4784,7.010827000000001,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,2,2,4
41,0.19407830021640804,0.20486074028273496,0.133103810085907,0.24251156984532896,0.478668624640492,0.53204285058505,0,1603.539,14.54684,7.536524000000001,7.4778720000000005,8.0,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,1,1,2
42,0.267234987234987,0.202002442002442,0.32263736263736303,0.214493284493284,0.8959285159285151,0.7918747918747909,0,16713.15,1.939805,7.410225,7.47553,8.0,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,2,1,4
43,0.508228905597326,0.14781746031746001,0.12463450292397699,0.223351347117795,0.683025271512114,0.780680868838766,0,2370.645,10.75727,7.527880000000001,7.47553,8.0,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,3,1,1,1,3
45,0.3375,0.275892857142857,0.55625,0.14375,1.21428571428571,1.16964285714286,0,1271.256,61.70746,7.487317,7.4784,7.021653,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,2,3,1,5
46,0.29642722473604805,0.118966817496229,0.311698717948718,0.130952380952381,0.5830788084464549,0.7270927601809959,0,3100.877,56.414480000000005,7.64332,7.984819,6.021653,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,2,1,3
47,0.22603795306001198,0.262051316738817,0.366889646301411,0.23342490842490804,0.901976036626772,0.85497891610024,0,23737.99,31.74235,8.239672,8.491615,6.032479,6.0,MDA,Moldova,MDA,2013.0,71.41,1,5,1,2,2,1,4
49,0.42601809954751096,0.10769230769230802,0.300452488687783,0.135746606334842,0.9073152337858221,0.8341628959276021,0,16152.43,79.58694,7.1555800000000005,6.9850460000000005,7.010827000000001,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,2,1,4
51,0.392901038355584,0.12234671893762801,0.1375,0.222759942078124,0.679325157166066,0.652747757293212,0,618.3446,52.965309999999995,8.048684,7.984669,8.0,7.0,MDA,Moldova,MDA,2013.0,71.41,1,5,2,1,1,1,3
54,0.24022845947079602,0.16654591128748,0.282381857528633,0.214962199938278,0.739074968994506,0.6891562282869088,0,4175.9259999999995,8.499638000000001,7.447255999999999,7.4778720000000005,8.0,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,2,1,3
55,0.147892601856796,0.0486982752967408,0.271143775235847,0.207363225010284,0.585120080260745,0.467734652389384,0,214.9607,18.30862,7.343999999999999,7.4730360000000005,7.0,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,2,1,3
56,0.27413657770800604,0.07600732600732599,0.221415489272632,0.0984432234432234,0.684791399077113,0.571559392987964,0,1627.451,65.66144,7.445438,7.478778,8.010826,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,1,3
57,0.351728826728827,0.128195415695416,0.28173076923076895,0.20290404040404,0.586033411033411,0.761655011655012,0,69.48635,29.581970000000002,7.987823,6.985424000000001,6.021653,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,2,1,3
58,0.143278478335845,0.0778252525111021,0.328522839238101,0.13876039579918698,0.5477350716423739,0.549626570085048,0,1097.947,24.28361,7.893946000000001,7.985197,6.032479,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,2,1,3
59,0.5462018140589571,0.111111111111111,0.165958049886621,0.0694444444444444,0.7294043258328969,0.82327097505669,0,2511.334,9.676689,7.558844000000001,7.491842999999999,7.010827000000001,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,3,1,1,1,3
61,0.49646968098980504,0.156516857755248,0.132109685979655,0.239478787466404,0.827412422458862,0.7850962247247081,0,1001.653,39.262679999999996,7.472249000000001,7.4778720000000005,8.0,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,1,4
62,0.239050459344577,0.130047233468286,0.21085407239819,0.17310696495197303,0.7237785614798,0.579951765211053,0,1158.673,23.26089,7.454438000000001,7.982326,7.010827000000001,7.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,1,1,3
63,0.24550209978410698,0.0666840416407891,0.3841196433324461,0.267448170821873,0.6935512968384941,0.6963057847573421,0,11124.2,28.70587,7.339536,7.47553,7.0,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,2,2,3
65,0.15882352941176503,0.15564892623716198,0.281334351922587,0.127077497665733,0.574614088059466,0.5958068075715129,0,22432.49,51.99516,7.495574,7.491465,7.010827000000001,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,2,1,3
66,0.18219696969697,0.267045454545455,0.45795454545454495,0.288636363636364,1.15719696969697,0.90719696969697,0,18.15602,40.547109999999996,7.349916,6.985424000000001,6.021653,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,2,2,2,5
67,0.38124730661495393,0.0547794117647059,0.12362132352941198,0.245668026826115,0.5038646708683471,0.559648041909071,0,3615.761,80.32281,7.49027,6.9850460000000005,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,1,3
68,0.30977443609022604,0.23571428571428601,0.339473684210526,0.0780701754385965,0.860025062656641,0.8849624060150378,0,5442.805,35.23722,7.542111,7.984141,7.0,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,2,1,4
69,0.267322151532678,0.19355118565644897,0.148091382301909,0.235584152689416,0.7922064777327942,0.608964719491035,0,2727.7870000000003,33.50333,7.551391000000001,7.4778720000000005,8.0,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,1,4
70,0.29755958327386894,0.0,0.28571428571428603,0.107142857142857,0.796160981875268,0.583273868988155,0,7030.91,42.32736,7.169911999999999,6.9850460000000005,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,2,1,4
71,0.218518518518519,0.037037037037037,0.526719576719577,0.134920634920635,0.8190476190476189,0.7822751322751321,0,13.92394,54.11115,7.241421000000001,7.475907,7.010827000000001,7.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,3,1,4
72,0.34693877551020397,0.0714285714285714,0.1287284144427,0.123626373626374,0.6191056842317351,0.547095761381476,0,0.6561965999999999,62.86852,7.40212,7.4752279999999995,7.010827000000001,7.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,1,3
75,0.347415966386555,0.264516806722689,0.259943438914027,0.174264705882353,0.731897220426632,0.871876212023271,0,378.8257,38.974540000000005,7.375797,7.491842999999999,7.010827000000001,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,2,2,1,3
77,0.18370695970696,0.153142857142857,0.286203574203574,0.0597948717948718,0.66571028971029,0.623053391053391,0,7.3141,75.3753,6.705845,6.492069,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,2,1,3
78,0.326074660633484,0.0519230769230769,0.112225274725275,0.0,0.43280542986425297,0.49022301228183596,0,24576.08,34.02044,6.967261,6.985424000000001,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,1,2
79,0.522548893601525,0.21082251082251102,0.397997681331015,0.127790727790728,0.9182873494276999,1.1235489818823101,0,1358.4560000000001,59.51478,6.718369,6.9850460000000005,7.0,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,3,1,2,1,4
80,0.447066326530612,0.19875950380152102,0.220195578231293,0.21840986394557801,0.749659863945578,0.8440376150460179,0,782.1516,54.490019999999994,6.9109490000000005,6.9850460000000005,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,1,3
82,0.166666666666667,0.0634920634920635,0.5230880230880229,0.111111111111111,0.570707070707071,0.7532467532467529,0,47194.81,38.49,6.861606,6.985424000000001,7.010827000000001,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,3,1,3
83,0.250267379679144,0.0,0.155746926869922,0.102368220015279,0.41535523300229205,0.406014306549066,0,21724.77,46.337309999999995,6.915519000000001,6.985424000000001,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,1,2
84,0.3812103788883971,0.10294117647058802,0.251213818860878,0.17092363261093899,0.7902906776745792,0.7339764853309749,0,24193.44,33.50029,7.058304,6.985424000000001,7.0,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,2,1,4
85,0.29784967469178003,0.13456820670442898,0.236066197304588,0.164827011080881,0.7004209871082939,0.668484078700797,0,10704.7,30.646279999999997,7.247082000000001,6.985424000000001,8.0,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,1,3
86,0.0594405594405594,0.13,0.23384615384615398,0.1,0.9509090909090909,0.4232867132867129,0,66.0448,49.51546,7.364781,7.475907,6.021653,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,1,1,4
88,0.21901944209636498,0.154022674158421,0.33557340095801597,0.11913021618904,0.5886300476798211,0.6893847479820329,0,21.23282,68.99958000000001,7.495893,7.478022999999999,7.010827000000001,7.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,2,1,3
89,0.524793388429752,0.161157024793388,0.30019980019979997,0.0681818181818182,0.8211788211788209,0.986150213422941,0,9209.108,61.58128000000001,6.492591,6.489726999999999,6.0,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,3,1,2,1,4
90,0.265696177460883,0.11796128707893401,0.23295549766138002,0.18367612779377498,0.556989959931136,0.616612962201197,0,256.2037,29.570659999999997,7.344912,7.491842999999999,7.010827000000001,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,1,3
91,0.287387318563789,0.112612681436211,0.19196694945921,0.10909090909090899,0.854669695629448,0.5919669494592099,0,40.010999999999996,29.187520000000003,7.651727,7.984669,6.021653,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,1,4
92,0.22857142857142898,0.087962962962963,0.35939153439153404,0.21309523809523803,0.8025132275132271,0.674074074074074,0,9112.141,28.561529999999998,7.391832000000001,7.984669,7.010827000000001,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,2,1,4
93,0.172675542838082,0.12197556055915199,0.276145151145151,0.11018377047788801,0.718578795358981,0.570796254542385,0,7164.715999999999,17.52026,6.294233,6.038039,5.001847,5.0,ROU,Romania,ROU,2013.0,103.02,1,4,1,1,2,1,3
94,0.345515873015873,0.23108058608058601,0.35951770451770393,0.211135531135531,0.821007326007326,0.936114163614164,0,112483.4,59.07982,6.483245,6.609531,6.0,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,2,1,4
95,0.376367162249515,0.14822257107971398,0.249679358923056,0.0742816100799294,0.638986261171135,0.7742690922522859,0,2598.605,67.7325,6.666034,6.492069,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,1,3
96,0.19780612969671202,0.10390487859324402,0.191612127484704,0.18152301299808202,0.6713909013424251,0.49332313577465997,0,51.59641,55.39974,6.920134,6.985424000000001,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,1,1,3
98,0.24415227629513397,0.315433673469388,0.24608843537414998,0.24908424908424898,0.7779958137101,0.7966182626896909,0,26501.34,29.984840000000002,7.248414,7.491842999999999,7.010827000000001,5.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,2,1,1,4
99,0.311538461538462,0.166666666666667,0.282564102564103,0.152820512820513,0.7687545787545791,0.760769230769231,0,2237.042,13.26755,7.258269,7.475378999999999,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,2,1,4
100,0.0933813313123659,0.0953460332770677,0.20827754620858102,0.21258052292534999,0.6588417329796639,0.394810553431243,0,52.987269999999995,38.20261,7.076211,6.985424000000001,6.021653,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,1,1,3
102,0.206487270899036,0.19797339914986897,0.203529803529804,0.16604580060462398,0.7412797659856479,0.607990473578709,0,4907.041,17.02016,6.104979,6.038039,5.001847,5.0,ROU,Romania,ROU,2013.0,103.02,1,4,1,1,1,1,3
103,0.146333874458874,0.15071022727272698,0.256885822510822,0.16426230019979998,0.53690164002664,0.553929924242425,0,19136.69,88.59944,6.489448,6.9850460000000005,7.0,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,2,1,3
104,0.178571428571429,0.2,0.0928571428571429,0.0214285714285714,0.707142857142857,0.47142857142857103,0,11861.29,68.47973,6.898944999999999,6.985424000000001,6.021653,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,1,1,3
105,0.304145854145854,0.11450216450216501,0.307632843347129,0.194838494838495,0.863760049474335,0.724116359830646,0,7217.125,37.52415,5.59596,6.492069,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,3,2,1,2,1,4
106,0.457516339869281,0.117349970291147,0.497860962566845,0.21420083184789102,0.970588235294118,1.06791443850267,0,291.7769,20.00524,5.412422,5.492296,5.010827,4.0,MDA,Moldova,MDA,2013.0,71.41,1,3,2,1,2,1,4
108,0.25035021438645394,0.0838875299843898,0.260028700935656,0.256415681611253,0.8363425145545891,0.589802159592214,0,13071.96,6.499897,6.820112,6.982553,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,2,2,4
109,0.12087912087912099,0.1,0.284615384615385,0.176923076923077,0.548351648351648,0.503396603396603,0,11487.97,19.015179999999997,6.5267,6.492069,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,2,1,3
110,0.239312240047534,0.164052287581699,0.259117434852729,0.20153154925882197,0.605335825790371,0.6606994312876661,0,7440.0869999999995,23.52431,6.520687000000001,6.492069,6.010827,5.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,2,1,3
111,0.259368836291913,0.11943319838056699,0.22879684418145999,0.0769230769230769,0.6354372123602889,0.600080081861458,0,16370.78,32.26758,6.536352,6.492069,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,1,3
112,0.42954545454545506,0.0941558441558441,0.21038961038960996,0.106060606060606,0.509632034632035,0.7308441558441559,0,219.1845,87.99901,6.863282000000001,6.9850460000000005,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,1,3
114,0.18,0.253333333333333,0.313333333333333,0.26,0.7,0.746666666666667,0,615.3322,35.26248,6.592842,6.492069,6.010827,5.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,2,2,2,3
115,0.31701343101343105,0.201060343165606,0.342901986901987,0.190544455544456,0.847351204351204,0.852292663476874,0,21268.86,4.984999,7.017583999999999,7.4895,7.0,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,2,1,4
116,0.260224195585858,0.129781217197247,0.251079803327382,0.198895911188792,0.7472107860194058,0.640988212147182,0,218976.8,0.0,7.1678820000000005,6.982553,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,2,1,3
117,0.241290617797742,0.102491689895782,0.202569746993187,0.120740817356638,0.736785905134104,0.546352054686712,0,131558.2,0.0,6.937856,6.9850460000000005,6.021653,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,1,1,3
118,0.20006184291898602,0.22863327149041396,0.274891774891775,0.252380952380952,0.676108018965162,0.7035868893011751,0,133033.5,6.499754,6.553446,6.492069,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,2,2,3
119,0.19597069597069602,0.0234375,0.12259615384615401,0.17307692307692302,0.6293498168498171,0.34200434981684996,0,433.2487,14.51004,6.845949000000001,6.492069,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,1,1,3
120,0.31900452488687797,0.136752136752137,0.10137901314371901,0.22171945701357504,0.709976298211592,0.533781033781034,0,3709.2290000000003,74.57465,6.572875,5.985651,5.010827,5.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,1,3
121,0.231972789115647,0.16349206349206302,0.22281527995813696,0.0782312925170069,0.5447060875632299,0.618280132565847,0,10.86453,57.95007,6.8055449999999995,6.492069,5.021653,5.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,1,1,3
123,0.265183005400397,0.17161457272650701,0.28540589388802196,0.209632813416212,0.776629612665566,0.7207545688054598,0,46873.45,8.990085,6.894477999999999,6.982553,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,2,1,4
124,0.251400824432404,0.133187265747753,0.23696603470019395,0.157942879905203,0.746944439058097,0.620511504519186,0,16208.42,6.989732000000001,6.899025,6.982553,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,1,3
125,0.334625207075296,0.137511267700156,0.27806528804013303,0.172433756865668,0.743291100403876,0.750201762815585,0,4012.4429999999998,2.004892,6.71258,6.9850460000000005,6.021653,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,2,1,3
126,0.24871794871794897,0.21538461538461498,0.102564102564103,0.19230769230769199,0.592307692307692,0.566666666666667,0,12007.05,3.767664,6.539447,6.492069,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,1,1,3
127,0.270494864612512,0.10158730158730199,0.204188948306595,0.219399881164587,0.9140056022408959,0.576271114506409,0,54.01919,42.172540000000005,6.539447,6.492069,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,1,4
128,0.35452880452880503,0.193939393939394,0.31993006993007,0.256493506493506,1.07922077922078,0.8621045621045621,0,8197.775,22.015179999999997,6.533513,6.492069,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,2,2,5
129,0.119614512471655,0.22698412698412698,0.0690476190476191,0.19444444444444395,0.6359788359788361,0.415646258503401,0,631.7815,89.06655,6.518193,6.51204,6.001847,5.0,ROU,Romania,ROU,2013.0,103.02,1,4,1,1,1,1,3
130,0.20375457875457897,0.17518315018314998,0.31547619047619,0.208333333333333,0.577014652014652,0.6944139194139191,0,8408.123,76.11041,6.5928759999999995,6.609531,6.0,5.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,2,1,3
131,0.327777777777778,0.0845554056080372,0.245614035087719,0.17022792022792,0.8534188034188029,0.6579472184735339,0,21427.56,24.2376,6.596224,6.478477,5.010827,5.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,1,4
132,0.24530046370497602,0.142352804327019,0.29686075407268,0.155225022761284,0.8060068658175029,0.6845140221046739,0,5.303523,21.74224,6.902647,6.982931,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,2,1,4
133,0.18304843304843302,0.0895502645502645,0.260582010582011,0.12181522181522197,0.910643060643061,0.533180708180708,0,3828.833,21.762420000000002,6.890345,6.982931,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,2,1,4
134,0.30724144276775894,0.230560816759912,0.20416206600417103,0.14764840422735198,0.5975883765357449,0.72885141505051,0,8527.549,8.540749,6.623572,6.492069,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,1,3
136,0.375,0.0454545454545455,0.132575757575758,0.0416666666666667,0.5738636363636359,0.553030303030303,0,179.021,22.48461,6.539447,6.492069,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,1,3
137,0.16898649091743698,0.12415392578436099,0.35093694668502895,0.257090628893698,0.825041806020067,0.6440773633868261,0,4324.348,24.43865,6.627394000000001,6.492069,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,1,2,2,4
138,0.4125,0.42067307692307704,0.0144230769230769,0.39342948717948706,1.14214743589744,0.847596153846154,0,1004.929,62.35915,6.5899410000000005,6.984896000000001,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,2,1,2,5
139,0.235022385022385,0.42454674954675,0.358449883449883,0.42376327376327394,0.897126022126022,1.01801901801902,0,645.0534,70.56067,6.954897,6.985272999999999,6.010827,5.0,MDA,Moldova,MDA,2013.0,71.41,1,4,1,2,2,2,4
140,0.273274725274725,0.183215201465202,0.303269069166128,0.228235294117647,0.780527526395173,0.7589897651368241,0,10088.09,39.74204,6.885513,6.985272999999999,6.010827,5.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,2,1,4
142,0.47962962962963,0.0592592592592593,0.0763888888888889,0.0648148148148148,0.7,0.615277777777778,0,10.43158,41.061820000000004,6.779875,6.492069,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,1,1,3
144,0.40646853146853107,0.3645833333333329,0.4463141025641029,0.23419289044289002,1.00331439393939,1.21736596736597,0,527.1407,64.66715,7.036994,7.47825,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,2,2,1,5
146,0.31490572919144394,0.233786848072562,0.35297401011686697,0.25555555555555604,0.9908250479679049,0.901666587380873,0,527.0071,21.293029999999998,6.572792,6.492069,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,2,2,4
147,0.252255639097744,0.2,0.318421052631579,0.13571428571428598,0.533055853920516,0.770676691729323,0,184.9504,38.42473,6.572792,6.492069,6.010827,6.0,MDA,Moldova,MDA,2013.0,71.41,1,4,2,1,2,1,3
