HouseholdId,Our_HouseholdId,Cell_Coord_y_round,Cell_Coord_x_round,dist_road,dist_popcenter,MDD21,MDD22,MDD23,MDD24,MDD25,MDD26,MDD27,MDD28,MDD29,MDD30,MMD10,Urban.Rural,fao1,fao2,fao3,fao4,fao5,fao6,fao7,fao8,fao9,fao10,fao11,fao12,FAO12,ISO3N,Primary_Religion,Percent_Primary_Religion,Percent_Christian,GDP_PPP_2015,GDP_PPP_2000,GDP_PPP_1990,Population_2015,Population_2000,Population_1990,Travel_time_to_cities,Cell_Coord_x,Cell_Coord_y,PerCapita_GDP_2015,PerCapita_GDP_2000,PerCapita_GDP_1990,ISO3C,Continent,World_Region
1.02201E+11,639,-10,33.92,2.079999924,1.710000038,1,1,0,0,1,1,1,0,1,0,6,Urban,1,0,1,1,1,0,0,1,1,1,1,1,9,454,Christians,97.5,97.5,14733186.26,1563374.569,1325957.897,32918.39573,16889.19427,17312.45257,108.4952453,33.875,-9.958333333,447.5669585,92.56655732,76.58983562,MWI,Africa,Eastern Africa
1.02201E+11,640,-10,33.92,2.109999895,1.940000057,1,0,0,1,1,0,1,0,1,0,5,Urban,1,1,0,1,0,0,1,1,1,1,0,1,8,454,Christians,97.5,97.5,14733186.26,1563374.569,1325957.897,32918.39573,16889.19427,17312.45257,108.4952453,33.875,-9.958333333,447.5669585,92.56655732,76.58983562,MWI,Africa,Eastern Africa
1.02205E+11,641,-9.92,33.92,0.49000001,4.190000057,1,1,0,0,0,1,1,0,1,0,5,Urban,1,1,1,1,0,0,0,1,1,1,1,0,8,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02205E+11,642,-9.92,33.92,0.810000002,4.25,1,1,1,1,1,0,0,0,1,1,7,Urban,1,1,1,1,0,1,1,1,1,1,0,1,10,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02205E+11,643,-9.92,33.92,0.300000012,3.880000114,1,1,0,0,1,0,0,0,1,1,5,Urban,1,1,1,1,0,1,0,1,1,1,0,1,9,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02205E+11,644,-9.92,33.92,0.310000002,4.050000191,1,1,0,0,1,1,1,0,1,1,7,Urban,1,1,1,1,0,1,0,1,1,1,1,1,10,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02205E+11,645,-9.92,33.92,0.579999983,3.960000038,1,1,0,1,1,1,1,0,1,1,8,Urban,1,1,1,1,1,1,1,1,1,1,1,1,12,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02205E+11,646,-9.92,33.92,0.449999988,3.960000038,1,1,0,0,0,1,1,0,1,0,5,Urban,1,1,1,1,0,0,0,1,1,1,1,0,8,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02205E+11,647,-9.92,33.92,0.449999988,3.99000001,1,1,0,1,1,0,1,0,1,0,6,Urban,1,1,1,1,0,0,1,1,1,1,0,1,9,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02205E+11,648,-9.92,33.92,0.439999998,3.99000001,1,1,0,1,1,0,0,0,1,0,5,Urban,1,1,1,1,0,0,1,1,1,1,0,1,9,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02205E+11,649,-9.92,33.92,0.280000001,3.849999905,1,1,0,1,1,1,0,0,1,1,7,Urban,1,1,1,1,0,1,1,1,1,1,1,1,11,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02205E+11,650,-9.92,33.92,0.119999997,4.190000057,1,1,1,1,1,1,1,0,1,0,8,Urban,1,1,1,1,1,0,1,1,1,1,1,1,11,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02205E+11,651,-9.92,33.92,0.129999995,4.360000134,1,0,0,1,1,0,0,0,1,0,4,Urban,1,1,0,1,1,0,1,1,1,1,0,1,9,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02205E+11,652,-9.92,33.92,0.25,4.550000191,1,1,1,0,0,0,1,0,1,0,5,Urban,1,1,1,1,0,0,0,1,0,1,0,0,6,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02205E+11,653,-9.92,33.92,0.180000007,3.640000105,1,1,0,0,1,0,1,0,1,0,5,Urban,1,0,1,1,0,0,0,1,1,1,0,1,7,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02205E+11,654,-9.92,33.92,0.300000012,3.809999943,1,1,0,0,1,1,0,0,1,0,5,Urban,1,1,1,1,1,0,0,1,1,1,1,0,9,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02205E+11,655,-9.92,33.92,0.270000011,3.859999895,1,1,0,1,1,0,0,0,1,0,5,Urban,1,0,1,1,1,0,1,1,1,1,0,1,9,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02205E+11,656,-9.92,33.92,0.119999997,3.970000029,1,1,0,0,1,0,0,0,1,0,4,Urban,1,1,1,1,1,0,0,1,1,1,0,1,9,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02207E+11,657,-9.92,33.92,0.140000001,2.670000076,1,1,1,0,1,1,0,1,1,1,8,Urban,1,1,1,1,1,1,0,1,1,1,1,0,10,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02207E+11,658,-9.92,33.92,0.119999997,2.869999886,1,1,0,1,1,1,0,1,1,1,8,Urban,1,1,1,1,1,1,1,1,1,1,1,1,12,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02207E+11,659,-9.92,33.92,0.219999999,2.799999952,1,0,0,0,1,0,0,1,1,0,4,Urban,1,1,0,1,1,0,0,1,1,1,0,1,8,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02207E+11,660,-9.92,33.92,0.109999999,2.319999933,1,1,1,1,1,0,0,1,1,0,7,Urban,1,1,1,1,0,0,1,1,1,1,0,1,9,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02207E+11,661,-9.92,33.92,0.289999992,2.680000067,1,1,1,0,1,0,0,1,1,0,6,Urban,1,1,1,1,1,0,0,1,1,1,0,1,9,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02207E+11,662,-9.92,33.92,0.289999992,2.779999971,1,0,0,1,1,1,0,1,1,1,7,Urban,1,1,0,1,1,1,1,1,1,1,1,1,11,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02207E+11,663,-9.92,33.92,0.379999995,2.569999933,1,0,0,1,1,1,0,1,1,1,7,Urban,1,0,0,1,1,1,1,1,1,1,1,1,10,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02207E+11,664,-9.92,33.92,0.129999995,2.859999895,1,1,0,0,1,0,0,0,1,0,4,Urban,1,0,1,1,0,0,0,1,1,1,0,1,7,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02207E+11,665,-9.92,33.92,0.119999997,2.269999981,1,0,1,1,1,1,0,0,1,1,7,Urban,1,0,1,1,1,1,1,1,1,1,1,1,11,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02207E+11,666,-9.92,33.92,0.01,2.200000048,1,1,1,0,1,0,0,1,1,1,7,Urban,1,1,1,1,1,1,0,1,1,1,0,1,10,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02207E+11,667,-9.92,33.92,0.02,2.299999952,1,1,0,1,1,1,0,0,1,1,7,Urban,1,1,1,1,0,1,1,1,1,1,1,1,11,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02207E+11,668,-9.92,33.92,0.050000001,2.339999914,1,1,0,1,1,1,0,1,1,0,7,Urban,1,0,1,1,1,0,1,1,1,1,1,1,10,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02207E+11,669,-9.92,33.92,0.379999995,2.519999981,1,1,1,0,1,0,0,1,1,1,7,Urban,1,1,1,1,0,1,0,1,1,1,0,1,9,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02207E+11,670,-9.92,33.92,0.050000001,2.279999971,1,0,0,0,0,0,0,1,1,1,4,Urban,1,0,0,1,0,1,0,0,1,1,0,0,5,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02207E+11,671,-9.92,33.92,0.039999999,2.400000095,1,1,0,1,1,1,0,1,1,0,7,Urban,1,1,1,1,1,0,1,1,0,1,1,1,10,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.02207E+11,672,-9.92,33.92,0.159999996,2.480000019,1,1,0,0,1,1,0,0,1,0,5,Urban,1,1,1,1,0,0,0,1,1,1,1,1,9,454,Christians,97.5,97.5,19758720.36,29468279.5,24993175.3,14402.29055,58466.62702,10784.73597,94.96679599,33.875,-9.875,1371.915134,504.0188052,2317.458246,MWI,Africa,Eastern Africa
1.0301E+11,673,-11.67,33.75,0.079999998,31.44000053,1,1,1,0,1,1,0,1,1,0,7,Rural,1,1,1,1,1,0,0,1,1,1,1,1,10,454,Christians,92.5,92.5,7178514.906,3098770.726,2628186.258,2547.039689,1393.193825,1001.513744,52.92790725,33.70833333,-11.625,2818.375755,2224.22083,2624.213871,MWI,Africa,Eastern Africa
1.0301E+11,674,-11.67,33.75,0.059999999,31.42000008,1,1,1,0,1,1,0,0,1,1,7,Rural,1,1,1,1,1,1,0,1,1,1,1,1,11,454,Christians,92.5,92.5,7178514.906,3098770.726,2628186.258,2547.039689,1393.193825,1001.513744,52.92790725,33.70833333,-11.625,2818.375755,2224.22083,2624.213871,MWI,Africa,Eastern Africa
1.0301E+11,675,-11.67,33.75,0.059999999,31.42000008,1,0,0,0,1,1,0,0,1,1,5,Rural,1,1,0,1,1,1,0,1,1,1,1,1,10,454,Christians,92.5,92.5,7178514.906,3098770.726,2628186.258,2547.039689,1393.193825,1001.513744,52.92790725,33.70833333,-11.625,2818.375755,2224.22083,2624.213871,MWI,Africa,Eastern Africa
1.0301E+11,676,-11.67,33.75,0.50999999,30.97999954,1,1,1,0,1,0,0,1,1,1,7,Rural,1,1,1,1,1,1,0,1,1,1,0,1,10,454,Christians,92.5,92.5,7178514.906,3098770.726,2628186.258,2547.039689,1393.193825,1001.513744,52.92790725,33.70833333,-11.625,2818.375755,2224.22083,2624.213871,MWI,Africa,Eastern Africa
1.0301E+11,677,-11.67,33.75,0.200000003,32.81000137,1,1,0,0,1,0,0,0,1,0,4,Rural,1,0,1,1,1,0,0,1,1,1,0,1,8,454,Christians,92.5,92.5,7178514.906,3098770.726,2628186.258,2547.039689,1393.193825,1001.513744,52.92790725,33.70833333,-11.625,2818.375755,2224.22083,2624.213871,MWI,Africa,Eastern Africa
1.0301E+11,678,-11.67,33.75,0.180000007,31.57999992,1,0,0,1,1,1,0,0,1,0,5,Rural,1,1,0,1,1,0,1,1,1,1,1,1,10,454,Christians,92.5,92.5,7178514.906,3098770.726,2628186.258,2547.039689,1393.193825,1001.513744,52.92790725,33.70833333,-11.625,2818.375755,2224.22083,2624.213871,MWI,Africa,Eastern Africa
1.0301E+11,679,-11.67,33.75,0.090000004,31.37000084,1,0,0,0,1,0,0,0,0,0,2,Rural,1,0,0,0,1,0,0,0,1,1,0,1,5,454,Christians,92.5,92.5,7178514.906,3098770.726,2628186.258,2547.039689,1393.193825,1001.513744,52.92790725,33.70833333,-11.625,2818.375755,2224.22083,2624.213871,MWI,Africa,Eastern Africa
1.0301E+11,680,-11.67,33.75,0.059999999,31.36000061,1,0,0,0,1,0,0,0,1,0,3,Rural,1,1,0,1,0,0,0,0,1,1,0,1,6,454,Christians,92.5,92.5,7178514.906,3098770.726,2628186.258,2547.039689,1393.193825,1001.513744,52.92790725,33.70833333,-11.625,2818.375755,2224.22083,2624.213871,MWI,Africa,Eastern Africa
1.0301E+11,681,-11.67,33.75,0.100000001,31.39999962,1,1,0,1,1,0,1,0,1,1,7,Rural,1,0,1,1,1,1,1,1,1,1,0,1,10,454,Christians,92.5,92.5,7178514.906,3098770.726,2628186.258,2547.039689,1393.193825,1001.513744,52.92790725,33.70833333,-11.625,2818.375755,2224.22083,2624.213871,MWI,Africa,Eastern Africa
1.0301E+11,682,-11.67,33.75,0.090000004,31.42000008,1,1,0,1,1,0,0,0,1,1,6,Rural,1,1,1,1,1,1,1,1,1,1,0,1,11,454,Christians,92.5,92.5,7178514.906,3098770.726,2628186.258,2547.039689,1393.193825,1001.513744,52.92790725,33.70833333,-11.625,2818.375755,2224.22083,2624.213871,MWI,Africa,Eastern Africa
1.0301E+11,683,-11.67,33.75,0.090000004,31.40999985,1,0,1,1,1,1,0,0,1,1,7,Rural,1,1,1,1,1,1,1,1,1,1,1,1,12,454,Christians,92.5,92.5,7178514.906,3098770.726,2628186.258,2547.039689,1393.193825,1001.513744,52.92790725,33.70833333,-11.625,2818.375755,2224.22083,2624.213871,MWI,Africa,Eastern Africa
1.0301E+11,684,-11.67,33.75,0.090000004,31.37000084,1,1,0,1,1,0,0,0,1,1,6,Rural,1,1,1,1,0,1,1,1,1,1,0,1,10,454,Christians,92.5,92.5,7178514.906,3098770.726,2628186.258,2547.039689,1393.193825,1001.513744,52.92790725,33.70833333,-11.625,2818.375755,2224.22083,2624.213871,MWI,Africa,Eastern Africa
1.0301E+11,685,-11.67,33.75,0.122000001,31.47866631,1,1,0,0,1,0,0,0,1,0,4,Rural,1,1,1,1,1,0,0,1,1,1,0,1,9,454,Christians,92.5,92.5,7178514.906,3098770.726,2628186.258,2547.039689,1393.193825,1001.513744,52.92790725,33.70833333,-11.625,2818.375755,2224.22083,2624.213871,MWI,Africa,Eastern Africa
1.0301E+11,686,-11.67,33.75,0.050000001,31.37999916,1,1,0,0,1,1,0,1,1,0,6,Rural,1,1,1,1,0,1,0,1,1,1,1,1,10,454,Christians,92.5,92.5,7178514.906,3098770.726,2628186.258,2547.039689,1393.193825,1001.513744,52.92790725,33.70833333,-11.625,2818.375755,2224.22083,2624.213871,MWI,Africa,Eastern Africa
1.0301E+11,687,-11.67,33.75,0.079999998,31.40999985,1,1,0,0,1,0,0,0,1,0,4,Rural,1,1,1,1,0,0,0,1,1,1,0,1,8,454,Christians,92.5,92.5,7178514.906,3098770.726,2628186.258,2547.039689,1393.193825,1001.513744,52.92790725,33.70833333,-11.625,2818.375755,2224.22083,2624.213871,MWI,Africa,Eastern Africa
1.0301E+11,688,-11.67,33.75,0.090000004,31.40999985,1,1,0,0,1,1,0,0,1,0,5,Rural,1,0,1,1,0,0,0,1,1,1,1,1,8,454,Christians,92.5,92.5,7178514.906,3098770.726,2628186.258,2547.039689,1393.193825,1001.513744,52.92790725,33.70833333,-11.625,2818.375755,2224.22083,2624.213871,MWI,Africa,Eastern Africa
1.03013E+11,689,-11.5,34,0.622666657,7.095999718,1,0,1,1,1,1,0,1,1,0,7,Rural,1,1,1,1,1,1,1,1,1,1,1,1,12,454,Christians,92.5,92.5,11382360.98,4907478.034,4162220.196,3569.996111,5516.516654,6064.905054,9.18547962,33.95833333,-11.45833333,3188.339881,889.5972481,686.2795309,MWI,Africa,Eastern Africa
1.03013E+11,690,-11.5,34,0.119999997,6.46999979,1,1,0,0,1,0,0,1,1,0,5,Rural,1,1,1,1,0,1,0,1,1,1,0,1,9,454,Christians,92.5,92.5,11382360.98,4907478.034,4162220.196,3569.996111,5516.516654,6064.905054,9.18547962,33.95833333,-11.45833333,3188.339881,889.5972481,686.2795309,MWI,Africa,Eastern Africa
1.03013E+11,691,-11.5,34,0.119999997,6.449999809,1,0,0,0,1,0,0,1,1,0,4,Rural,1,0,0,1,1,1,0,1,1,1,0,1,8,454,Christians,92.5,92.5,11382360.98,4907478.034,4162220.196,3569.996111,5516.516654,6064.905054,9.18547962,33.95833333,-11.45833333,3188.339881,889.5972481,686.2795309,MWI,Africa,Eastern Africa
1.03013E+11,692,-11.5,34,0.289999992,6.46999979,1,1,0,1,1,0,0,1,1,0,6,Rural,1,1,1,1,1,1,1,1,1,1,0,1,11,454,Christians,92.5,92.5,11382360.98,4907478.034,4162220.196,3569.996111,5516.516654,6064.905054,9.18547962,33.95833333,-11.45833333,3188.339881,889.5972481,686.2795309,MWI,Africa,Eastern Africa
1.03013E+11,693,-11.5,34,0.200000003,6.840000153,1,1,0,0,1,0,0,1,1,0,5,Rural,1,0,1,1,0,1,0,0,1,1,0,1,7,454,Christians,92.5,92.5,11382360.98,4907478.034,4162220.196,3569.996111,5516.516654,6064.905054,9.18547962,33.95833333,-11.45833333,3188.339881,889.5972481,686.2795309,MWI,Africa,Eastern Africa
1.03013E+11,694,-11.5,34,0.519999981,6.699999809,1,0,0,0,1,1,0,1,1,0,5,Rural,1,0,0,1,1,1,0,1,1,1,1,1,9,454,Christians,92.5,92.5,11382360.98,4907478.034,4162220.196,3569.996111,5516.516654,6064.905054,9.18547962,33.95833333,-11.45833333,3188.339881,889.5972481,686.2795309,MWI,Africa,Eastern Africa
1.03013E+11,695,-11.5,34,0.07,6.239999771,1,1,0,0,1,0,0,0,1,0,4,Rural,1,1,1,1,0,0,0,1,1,1,0,1,8,454,Christians,92.5,92.5,11382360.98,4907478.034,4162220.196,3569.996111,5516.516654,6064.905054,9.18547962,33.95833333,-11.45833333,3188.339881,889.5972481,686.2795309,MWI,Africa,Eastern Africa
1.03013E+11,696,-11.5,34,0.400000006,6.900000095,1,0,0,0,1,0,0,1,1,0,4,Rural,1,0,0,1,0,1,0,0,0,1,0,1,5,454,Christians,92.5,92.5,11382360.98,4907478.034,4162220.196,3569.996111,5516.516654,6064.905054,9.18547962,33.95833333,-11.45833333,3188.339881,889.5972481,686.2795309,MWI,Africa,Eastern Africa
1.03013E+11,697,-11.5,34,0.039999999,7.46999979,1,0,0,1,0,1,1,0,1,0,5,Rural,1,0,0,1,0,0,1,1,1,1,1,0,7,454,Christians,92.5,92.5,11382360.98,4907478.034,4162220.196,3569.996111,5516.516654,6064.905054,9.18547962,33.95833333,-11.45833333,3188.339881,889.5972481,686.2795309,MWI,Africa,Eastern Africa
1.03013E+11,698,-11.5,34,0.519999981,7.039999962,1,1,1,0,1,0,1,0,1,0,6,Rural,1,0,1,1,1,0,0,1,1,1,0,0,7,454,Christians,92.5,92.5,11382360.98,4907478.034,4162220.196,3569.996111,5516.516654,6064.905054,9.18547962,33.95833333,-11.45833333,3188.339881,889.5972481,686.2795309,MWI,Africa,Eastern Africa
1.03013E+11,699,-11.5,34,0.699999988,6.809999943,1,1,0,1,1,1,0,0,1,1,7,Rural,1,1,1,1,1,1,1,1,1,1,1,1,12,454,Christians,92.5,92.5,11382360.98,4907478.034,4162220.196,3569.996111,5516.516654,6064.905054,9.18547962,33.95833333,-11.45833333,3188.339881,889.5972481,686.2795309,MWI,Africa,Eastern Africa
1.03013E+11,700,-11.5,34,0.419999987,6.389999866,1,1,0,1,1,0,0,0,1,0,5,Rural,1,1,1,1,1,0,1,1,1,1,0,1,10,454,Christians,92.5,92.5,11382360.98,4907478.034,4162220.196,3569.996111,5516.516654,6064.905054,9.18547962,33.95833333,-11.45833333,3188.339881,889.5972481,686.2795309,MWI,Africa,Eastern Africa
1.03013E+11,701,-11.5,34,2.130000114,8.550000191,1,1,1,1,1,1,0,1,1,1,9,Rural,1,1,1,1,1,1,1,1,1,1,1,1,12,454,Christians,92.5,92.5,11382360.98,4907478.034,4162220.196,3569.996111,5516.516654,6064.905054,9.18547962,33.95833333,-11.45833333,3188.339881,889.5972481,686.2795309,MWI,Africa,Eastern Africa
1.03013E+11,702,-11.5,34,1.789999962,8.529999733,1,1,1,0,1,1,0,1,1,1,8,Rural,1,1,1,1,1,1,0,1,1,1,1,1,11,454,Christians,92.5,92.5,11382360.98,4907478.034,4162220.196,3569.996111,5516.516654,6064.905054,9.18547962,33.95833333,-11.45833333,3188.339881,889.5972481,686.2795309,MWI,Africa,Eastern Africa
1.03013E+11,703,-11.5,34,1.49000001,8.109999657,1,1,1,0,1,1,0,1,1,1,8,Rural,1,1,1,1,1,1,0,1,1,1,1,1,11,454,Christians,92.5,92.5,11382360.98,4907478.034,4162220.196,3569.996111,5516.516654,6064.905054,9.18547962,33.95833333,-11.45833333,3188.339881,889.5972481,686.2795309,MWI,Africa,Eastern Africa
1.03013E+11,704,-11.5,34,0.529999971,7.46999979,1,1,1,0,1,0,0,1,1,0,6,Rural,1,1,1,1,1,1,0,1,1,1,0,1,10,454,Christians,92.5,92.5,11382360.98,4907478.034,4162220.196,3569.996111,5516.516654,6064.905054,9.18547962,33.95833333,-11.45833333,3188.339881,889.5972481,686.2795309,MWI,Africa,Eastern Africa
1.03013E+11,705,-11.75,33.92,15.35999966,31.61000061,1,0,0,0,1,1,0,1,1,1,6,Rural,1,1,0,1,1,1,0,1,1,1,1,1,10,454,Christians,97.5,97.5,NA,NA,NA,0,288.878901,250.4393778,132.4896374,33.875,-11.70833333,0,NA,NA,MWI,Africa,Eastern Africa
1.03013E+11,706,-11.75,33.92,15.47999954,29.90999985,1,1,1,0,1,0,0,1,1,1,7,Rural,1,1,1,1,1,1,0,1,0,1,0,1,9,454,Christians,97.5,97.5,NA,NA,NA,0,288.878901,250.4393778,132.4896374,33.875,-11.70833333,0,NA,NA,MWI,Africa,Eastern Africa
1.03013E+11,707,-11.75,33.92,15.65999985,29.80999947,1,1,1,1,1,0,0,1,1,1,8,Rural,1,1,1,1,1,1,1,1,1,1,0,1,11,454,Christians,97.5,97.5,NA,NA,NA,0,288.878901,250.4393778,132.4896374,33.875,-11.70833333,0,NA,NA,MWI,Africa,Eastern Africa
1.03013E+11,708,-11.75,33.92,15.73999977,29.55999947,1,1,1,1,1,1,0,1,1,1,9,Rural,1,1,1,1,1,1,1,1,1,1,1,1,12,454,Christians,97.5,97.5,NA,NA,NA,0,288.878901,250.4393778,132.4896374,33.875,-11.70833333,0,NA,NA,MWI,Africa,Eastern Africa
1.03013E+11,709,-11.75,33.92,16.10000038,29.35000038,1,1,0,0,1,0,1,0,1,1,6,Rural,1,1,1,1,0,1,0,1,1,1,0,1,9,454,Christians,97.5,97.5,NA,NA,NA,0,288.878901,250.4393778,132.4896374,33.875,-11.70833333,0,NA,NA,MWI,Africa,Eastern Africa
1.03013E+11,710,-11.75,33.92,15.56999969,29.88999939,1,1,1,0,1,0,0,0,1,1,6,Rural,1,1,1,1,1,1,0,0,0,1,0,0,7,454,Christians,97.5,97.5,NA,NA,NA,0,288.878901,250.4393778,132.4896374,33.875,-11.70833333,0,NA,NA,MWI,Africa,Eastern Africa
1.03013E+11,711,-11.75,33.92,15.64999962,30.02000046,1,0,1,0,0,0,0,0,1,1,4,Rural,1,1,1,1,0,1,0,0,0,1,0,0,6,454,Christians,97.5,97.5,NA,NA,NA,0,288.878901,250.4393778,132.4896374,33.875,-11.70833333,0,NA,NA,MWI,Africa,Eastern Africa
1.03013E+11,712,-11.75,33.92,16.51000023,29.79000092,1,1,1,0,1,1,0,0,1,1,7,Rural,1,1,1,1,1,1,0,0,1,1,1,1,10,454,Christians,97.5,97.5,NA,NA,NA,0,288.878901,250.4393778,132.4896374,33.875,-11.70833333,0,NA,NA,MWI,Africa,Eastern Africa
1.03013E+11,713,-11.75,33.92,15.59000015,29.89999962,1,0,0,0,1,0,0,0,1,1,4,Rural,1,1,0,1,0,1,0,0,0,1,0,1,6,454,Christians,97.5,97.5,NA,NA,NA,0,288.878901,250.4393778,132.4896374,33.875,-11.70833333,0,NA,NA,MWI,Africa,Eastern Africa
